number,name,Label,E_place,S,E_conf,E_score1,E_refine,S(2),E_conf(2),E_score1(2),E_refine(2),S(3),E_conf(3),E_score1(3),E_refine(3),S(4),E_conf(4),E_score1(4),E_refine(4),S(5),E_conf(5),E_score1(5),E_refine(5),Goldscore.Fitness,Goldscore.External.HBond,Goldscore.External.Vdw,Goldscore.Internal.Torsion,Goldscore.Internal.Vdw,PLP.Fitness,PLP.Chemscore.Hbond,PLP.PLP,PLP.ligand.torsion,PLP.part.buried,PLP.part.hbond,PLP.part.nonpolar,PLP.part.repulsive,ASP.Fitness,ASP.ASP,ASP.DEClash,ASP.DEInternal,ASP.Map,Chemscore.Fitness,Chemscore.DEClash,Chemscore.DEInternal,Chemscore.DG,Chemscore.Hbond,Chemscore.Lipo,Chemscore.Rot,docking score,glide ligand efficiency,glide ligand efficiency sa,glide ligand efficiency ln,glide gscore,glide lipo,glide hbond,glide rewards,glide evdw,glide ecoul,glide erotb,glide esite,glide emodel,glide energy,glide einternal
2574,ZINC59723886,0,-88.677399,-2.936862,38.974236,-12.00186,-38.932182,-88.370445,38.974365,-12.00186,-38.931282,-14.712128,38.975296,-12.00186,-38.932781,-7.1969223,38.946491,-11.550601,-41.047188,-11.997675,38.974525,-12.00186,-38.932709,19.7979,6.3508,35.3411,-21.4552,-13.6918,58.4498,2,-53.8443,3.0566,-2.25,-1,-50.9722,0.0181,28.2283,35.238,0.2737,6.7359,-176.19,27.8386,0.4383,2.7325,-31.0094,1.981,187.1943,1.1675,-5.355,-0.179,-0.555,-1.217,-5.355,-2.159,-0.2,-0.028,-37.222,-9.364,0.468,-0.171,-66.204,-46.586,2.922
2575,ZINC59782611,0,-88.084221,-3.7228754,32.761181,-11.113076,-39.056229,-119.35973,32.754852,-11.113076,-39.039127,-20.923666,32.755554,-11.113076,-39.041332,-6.7760611,32.66832,-11.368155,-40.141499,-11.138969,32.753517,-11.113076,-39.038887,21.0995,3.0201,27.5379,-4.428,-15.3572,51.277,0.912,-50.0675,1.2182,-5.9075,-1,-43.9705,0.0918,29.3775,32.196,0.064,2.7545,-160.98,24.074,0.5999,2.1644,-26.8383,0.928,203.3341,2.1607,-5.533,-0.198,-0.6,-1.277,-5.533,-1.021,-0.296,-0.91,-31.801,-14.361,0.737,-0.298,-67.169,-46.163,5.15
2576,ZINC59808976,0,-69.698212,-4.5297399,-48.853729,-10.743459,-34.762348,-113.09311,-48.853104,-10.743459,-34.766747,-21.642286,-48.85593,-10.743459,-34.77103,-6.6136036,-48.841125,-11.57927,-36.604176,-10.70669,-48.853695,-10.743459,-34.765102,-41.5129,0,36.6142,-4.3192,-87.5383,62.0246,0,-63.2506,0.4907,-5.918,0,-58.8,0.0099,29.8527,32.366,0.3135,2.1999,-161.83,31.4493,0.2214,2.0923,-33.763,1.8195,219.9307,1.3774,-7.129,-0.285,-0.834,-1.69,-7.129,-2.521,-0.48,-0.776,-39.461,-11.65,0.494,-0.125,-73.454,-51.11,13.174
2577,ZINC59994739,0,-112.67428,-5.0174379,44.827381,-12.957496,-39.633236,-148.46588,44.828995,-12.957496,-39.632465,-24.252216,44.825405,-12.957496,-39.630268,-7.7484627,44.702858,-11.163541,-41.598988,-12.902717,44.835915,-12.957496,-39.636311,30.4659,1.6454,35.4738,-13.0273,-6.9287,62.5053,1.9,-59.3743,2.4949,-9.8717,-2,-48.2434,0.2942,30.2526,35.144,0.887,4.0044,-175.72,29.0499,0.4368,2.3482,-31.8349,1.7214,207.5914,1.4385,-6.274,-0.209,-0.65,-1.426,-6.274,-1.496,-0.16,-1.118,-37.95,-15.096,0.75,-0.088,-78.405,-53.046,5.632
2578,ZINC60039478,0,-60.338375,-4.0926018,99.93502,-11.574949,-33.864792,-106.84944,99.937241,-11.574949,-33.869766,-17.602205,99.936714,-11.574949,-33.867283,-6.6607933,99.890251,-10.718131,-35.73344,-11.556181,99.936958,-11.574949,-33.868095,14.9832,3.3247,27.809,-6.1358,-20.4431,51.7294,0.9588,-49.3314,1.5974,-7.221,-1,-41.3514,0.2454,27.2337,31.824,0.2436,4.3467,-159.12,27.21,0.3531,1.6718,-29.2349,1.9838,185.9925,1.8094,-6.506,-0.26,-0.761,-1.542,-6.506,-1.166,-0.591,-0.845,-37.323,-16.385,0.658,-0.239,-74.269,-53.708,16.036
2579,ZINC60199737,0,-78.839592,-5.8209481,46.176632,-12.922681,-44.404106,-132.28059,46.171684,-12.922681,-44.398121,-22.423153,46.177273,-12.922681,-44.40501,-7.4948769,46.056248,-11.482384,-45.415695,-12.962214,46.177464,-12.922681,-44.406635,46.4981,9.1246,33.965,-5.2922,-4.0362,64.3988,3,-58.2536,1.8205,-4.7001,-2.5861,-51.9832,0.1014,30.4778,34.792,2.0074,2.3068,-173.96,29.0545,0.4636,2.0058,-31.524,1.9752,206.0269,1.8197,-5.675,-0.189,-0.588,-1.289,-5.675,-1.419,-0.2,-1.024,-39.763,-12.405,0.956,-0.139,-73.336,-52.169,7.266
2580,ZINC60356579,0,-89.054123,-4.5096421,13.110723,-12.678449,-39.385757,-120.75398,13.114045,-12.678449,-39.383629,-21.116329,13.113742,-12.678449,-39.382603,-7.0177674,12.854836,-11.178498,-41.276428,-12.671,13.11229,-12.678449,-39.38364,-8.5762,0,31.0765,-5.2526,-46.0537,56.284,0,-56.4042,1.9722,-3.6441,0,-54.4041,0.0024,32.3414,36.716,0.6061,3.7685,-183.58,28.4328,0.0391,0.5675,-29.0394,1.7107,189.5166,1.6906,-7.35,-0.263,-0.797,-1.697,-7.35,-1.792,-0.576,-0.944,-38.448,-18.187,0.879,-0.266,-81.533,-56.635,15.332
2581,ZINC60358895,0,-60.875004,-3.9103031,-23.792738,-10.809361,-30.788223,-75.633301,-23.799953,-10.809361,-30.783323,-21.491028,-23.800325,-10.809361,-30.782326,-6.175118,-23.787849,-10.805041,-31.964407,-10.797935,-23.793444,-10.809361,-30.787498,23.135,0,34.4559,-6.9292,-17.3126,51.9303,0,-56.5227,2.1397,-5.4513,0,-51.7788,0.1598,27.2874,28.586,0.2025,1.0962,-142.93,25.7061,2.2961,0.9718,-28.974,1.8886,193.6123,2.1353,-6.587,-0.286,-0.815,-1.593,-6.587,-2.466,-0.163,-1.399,-31.861,-13.986,1.439,-0.307,-77.527,-45.847,2.162
2582,ZINC60375690,0,-62.713585,-4.1881227,60.760849,-12.293283,-32.332245,-116.12434,60.760433,-12.293283,-32.330742,-22.326765,60.761078,-12.293283,-32.332115,-7.2404823,60.798386,-11.569879,-34.971008,-12.315109,60.760105,-12.293283,-32.330429,19.5367,0.66,32.4913,-4.1616,-21.6373,53.1111,0.64,-49.2991,0.7702,-6.5743,-2,-41.3181,0.2944,32.4956,34.092,0.8435,0.7528,-170.46,28.1958,0.4466,0.6304,-29.2728,1.3544,199.5904,1.595,-5.346,-0.178,-0.554,-1.215,-5.346,-1.161,-0.371,-0.508,-34.897,-12.039,0.329,-0.084,-67.435,-46.936,0.956
2583,ZINC60848016,0,-97.323853,-5.5446825,32.056286,-12.260557,-33.376328,-117.31762,32.054245,-12.260557,-33.371075,-25.182102,32.054188,-12.260557,-33.36792,-7.2444954,31.998516,-11.281497,-35.446434,-12.224298,32.053711,-12.260557,-33.374027,22.6944,0,31.8978,-3.5773,-17.5878,56.9987,0,-57.8628,1.1065,-5.9733,0,-52.848,0.2033,29.4686,33.68,1.1023,3.1091,-168.4,29.3808,1.2594,0.7798,-31.4201,1.7534,201.7039,1.3733,-5.84,-0.209,-0.633,-1.348,-5.84,-1.565,-0.177,-1.231,-33.738,-11.423,0.534,0,-65.422,-45.161,2.766
2584,ZINC61211091,0,-62.344868,-2.7536626,3.1758001,-9.8918438,-21.151787,-82.939728,3.1808932,-9.8918438,-21.138781,-11.678854,3.1790905,-9.8918438,-21.136408,-5.7518573,3.1004503,-9.9311962,-21.75618,-9.9279099,3.1792157,-9.8918438,-21.134653,5.7068,1.2691,29.854,-2.1956,-34.416,52.0593,1.992,-48.141,0.915,-6.0605,-2.9328,-40.6565,0.1143,23.775,24.498,9.00E-04,0.7221,-122.49,22.6278,0.0811,0.6338,-23.3426,1.8437,133.4882,1.5288,-5.547,-0.277,-0.753,-1.388,-5.547,-1.628,-0.327,-1.552,-28.469,-7.578,0.725,-0.205,-45.611,-36.047,9.186
2585,ZINC61263205,0,-79.485428,-3.2623098,-53.719265,-13.592601,-41.268768,-113.4713,-53.717766,-13.592601,-41.269363,-22.190042,-53.719627,-13.592601,-41.267643,-7.7820954,-53.696369,-11.455011,-43.257969,-14.000021,-53.718739,-13.592601,-41.270187,-9.4109,1.6157,39.578,-7.4166,-58.0297,64.6744,0.9653,-63.3359,1.7947,-7.2382,-1.9029,-55.5386,0.2517,33.744,38.972,1.7453,3.4827,-194.86,30.5409,0.7258,1.495,-32.7618,1.6533,224.8478,1.7763,-4.879,-0.168,-0.517,-1.117,-4.879,-1.594,-0.189,-0.794,-34.919,-9.431,0.991,-0.133,-59.545,-44.35,6.952
2586,ZINC61367061,0,-77.165413,-5.1871343,17.906168,-11.796127,-26.420534,-109.63495,17.904606,-11.796127,-26.421173,-24.549601,17.906166,-11.796127,-26.42099,-7.4116983,17.926517,-10.582684,-28.9701,-11.790886,17.906736,-11.796127,-26.420973,28.9853,0.5841,36.36,-13.4118,-8.182,64.2896,1,-62.8176,1.4297,-3.1425,-1,-61.3946,0.1279,27.9595,32.844,3.0997,1.7847,-164.22,30.2145,2.5448,0.1476,-32.9069,0.9742,206.6068,0,-6.311,-0.234,-0.701,-1.469,-6.311,-1.939,-0.16,-1.153,-37.663,-10.86,0.539,-0.085,-67.899,-48.523,9.272
2587,ZINC61368811,0,-64.172134,-3.8125372,-68.631813,-10.719976,-27.004883,-68.640991,-68.643616,-10.719976,-26.998264,-14.04325,-68.632225,-10.719976,-27.010113,-5.3694353,-69.040199,-10.23523,-28.050718,-10.635493,-68.642296,-10.719976,-27.005976,33.7455,7.244,23.8775,-5.8125,-0.5176,54.1598,3.5868,-46.4429,3.0478,-5.0631,-3,-40.1257,0.0843,18.6194,20.552,0.0086,1.924,-102.76,24.7684,0,0.4,-25.1684,2.1556,140.2733,1.5325,-6.339,-0.352,-0.923,-1.629,-6.339,-1.036,-0.36,-1.34,-24.676,-17.323,0.6,-0.37,-64.297,-41.999,3.849
2588,ZINC61372080,0,-71.396317,-4.3553653,-89.774498,-11.073008,-25.580936,-84.45076,-89.776222,-11.073008,-25.576315,-17.278883,-89.77227,-11.073008,-25.584305,-6.0655766,-89.761063,-10.682092,-28.243208,-11.011317,-89.773659,-11.073008,-25.58622,41.0248,11.415,26.5923,-5.6705,-1.2842,55.271,4.7167,-39.6088,1.5255,-1.9867,-4,-35.7715,0.0612,23.1519,24.912,0.0174,1.7427,-124.56,31.0897,2.6525,0.2446,-33.9867,4.2286,148.5059,1.1688,-5.323,-0.253,-0.699,-1.316,-5.323,-0.316,-0.36,-1.217,-27.333,-17.029,0.904,-0.412,-63.429,-44.362,0.588
2589,ZINC61535857,0,-84.900703,-1.807269,-114.06922,-7.8562908,-22.959988,-76.913658,-114.06957,-7.8562908,-22.944714,-10.42625,-114.06983,-7.8562908,-22.951138,-5.3396573,-114.22855,-8.5924311,-24.157372,-7.827991,-114.06708,-7.8562908,-22.961575,23.9797,1.7823,22.7489,-9.2793,0.1969,34.03,1,-30.4271,1.0121,-5.4035,-1,-25.9209,0.9062,20.7648,21.15,0.0042,0.381,-105.75,13.1319,0.0048,0.1309,-13.2676,2.9921,32.6269,2.3529,-4.18,-0.261,-0.658,-1.108,-4.18,-0.136,-0.173,-2.769,-27.448,-5.619,1.187,-0.074,-41.128,-33.067,3.162
2590,ZINC61538993,0,-73.883896,-3.127779,-109.46854,-9.3137217,-22.169903,-95.434372,-109.47212,-9.3137217,-22.169168,-12.194449,-109.4688,-9.3137217,-22.164297,-5.6212368,-109.49158,-8.1733932,-24.520054,-9.3551292,-109.47052,-9.3137217,-22.171137,33.8499,1.3818,25.6956,-2.5014,-0.362,41.0122,1,-35.0693,0.0348,-8.0903,-1,-27.0523,0.3368,22.3212,23.68,0.6171,0.7417,-118.4,12.8856,0.0669,0.718,-13.6705,1.9489,49.4036,1.6013,-4.385,-0.231,-0.616,-1.112,-4.385,-0.101,-0.402,-1.874,-28.704,-8.766,0.906,-0.164,-44.788,-37.47,5.866
2591,ZINC61557460,0,-67.824738,-3.3987186,-30.621149,-12.887296,-41.595203,-113.43948,-30.623983,-12.887296,-41.603569,-20.736282,-30.622585,-12.887296,-41.598099,-6.1475124,-30.695597,-13.921213,-41.433624,-12.998742,-30.624178,-12.887296,-41.598476,14.1387,4.6455,34.8922,-8.4553,-30.0283,77.3312,3.0702,-70.2617,1.7729,-6.6458,-2,-64.2312,0.2327,30.8345,32.64,0.0727,1.7328,-163.2,25.2731,0.1303,0.9855,-26.3889,2.524,167.979,2.8027,-6.233,-0.231,-0.693,-1.451,-6.233,-1.843,-0.2,-1.229,-32.436,-13.887,0.904,-0.16,-74.18,-46.323,4.161
2592,ZINC61594832,0,-53.80608,-3.4759662,-44.42625,-11.268371,-30.302221,-74.535889,-44.426762,-11.268371,-30.301941,-12.753312,-44.42738,-11.268371,-30.301155,-6.2746038,-44.492714,-10.517047,-30.147469,-11.27117,-44.427013,-11.268371,-30.301596,39.9184,6.3776,30.6528,-4.3066,-4.3002,52.3278,2,-47.4442,0.7046,-5.0878,-1,-41.3075,0.0919,24.6549,25.998,0.2354,1.1077,-129.99,23.8032,0.0331,0.963,-24.7993,2.9189,130.6199,2.2315,-5.722,-0.286,-0.777,-1.432,-5.722,-1.072,-0.458,-0.907,-28.481,-14.371,0.542,-0.248,-63.154,-42.852,2.504
2593,ZINC61594834,0,-69.210464,-3.1008115,-49.4613,-9.7427073,-29.644806,-93.713615,-49.459427,-9.7427073,-29.645969,-14.030274,-49.45713,-9.7427073,-29.652998,-5.6962132,-49.789017,-10.890477,-29.365034,-9.9103117,-49.460529,-9.7427073,-29.644604,47.0248,8.1648,31.1147,-3.7532,-0.1696,55.3718,3.8,-44.7634,0.6743,-4.9445,-3.8426,-37.2059,0.1066,22.8991,23.782,0.3308,0.5522,-118.91,24.5287,0.3341,0.4182,-25.281,1.902,163.7685,2.2315,-5.685,-0.284,-0.772,-1.423,-5.685,-1.128,-0.452,-0.898,-28.324,-13.877,0.542,-0.251,-62.17,-42.201,3.262
2594,ZINC61594933,0,-54.07777,-3.4674344,-42.10936,-11.354059,-32.370167,-88.454544,-42.103962,-11.354059,-32.377762,-13.851377,-42.109596,-11.354059,-32.37096,-6.3107986,-42.078262,-10.924306,-32.719654,-11.336782,-42.109261,-11.354059,-32.372292,29.65,0.4854,26.4027,-3.4829,-3.6561,41.5597,1.952,-39.0575,1.7526,-1.7038,-1,-37.463,0.0641,22.0882,22.506,0.0234,0.3944,-112.53,24.4853,0.0475,0.3286,-24.8614,2.9236,131.0182,2.2315,-6.455,-0.323,-0.876,-1.615,-6.455,-1.801,-0.52,-1.036,-33.075,-12.165,0.542,-0.161,-68.472,-45.24,3.215
2595,ZINC61641921,0,-54.311985,-3.2849176,77.824326,-11.29972,-25.791412,-76.448776,77.825417,-11.29972,-25.792191,-18.350256,77.826698,-11.29972,-25.793005,-5.5998011,77.880157,-11.914404,-26.87097,-11.290665,77.826332,-11.29972,-25.79405,-63.7627,5.7807,24.3185,-3.6585,-99.3229,50.8648,3.884,-41.9902,1.5519,-2.6477,-2,-38.5786,0,24.7537,32.35,0.8211,6.7752,-161.75,26.3465,0.1637,4.9487,-31.459,2.4591,190.4163,1.7629,-6.275,-0.299,-0.824,-1.552,-6.275,-1.072,-0.162,-2.07,-19.691,-18.231,0.839,-0.091,-62.668,-37.923,7.246
2596,ZINC61642014,0,-66.278503,-2.1891057,86.804726,-10.839172,-30.728121,-93.901459,86.806023,-10.839172,-30.729986,-17.872435,86.807808,-10.839172,-30.726902,-5.4123912,86.682114,-12.015122,-30.828394,-10.875175,86.812515,-10.839172,-30.735067,-11.9495,0.7586,27.6326,-3.9284,-46.7746,37.8183,2,-32.2751,0.5285,-5.1043,-1,-26.8052,0.0063,23.3307,24.26,0.2767,0.6526,-121.3,21.6734,0.3051,0.0953,-22.0738,1.1522,145.961,1.6922,-6.521,-0.326,-0.885,-1.632,-6.521,-1.734,-0.247,-1.351,-27.518,-16.135,0.738,-0.131,-70.711,-43.653,7.16
2597,ZINC61642070,0,-54.811836,-2.0397232,100.78876,-12.088861,-16.830755,-76.534004,100.78866,-12.088861,-16.830425,-13.741845,100.77816,-12.088861,-16.811115,-5.7448416,100.88997,-11.319618,-17.681841,-12.087147,100.78375,-12.088861,-16.8179,-20.4872,5.6991,23.4925,-3.5074,-54.9811,42.8767,3,-35.9431,1.0686,-2.2868,-2,-32.3157,0.1356,21.8925,24.34,0.1357,2.3118,-121.7,21.9182,0.6064,1.6941,-24.2188,1.6145,151.0983,1.6922,-6.062,-0.303,-0.823,-1.517,-6.062,-1.498,-0.199,-1.347,-26.795,-14.125,0.585,-0.144,-62.55,-40.92,10.499
2598,ZINC61642073,0,-63.193291,-2.5472472,78.44706,-12.897262,-25.217224,-87.903061,78.446724,-12.897262,-25.219639,-16.691874,78.445808,-12.897262,-25.217955,-5.6779966,78.406044,-12.013783,-27.394876,-12.856916,78.446312,-12.897262,-25.216721,27.8595,16.9271,28.9692,-5.5067,-23.3937,51.6175,3.888,-41.0656,0.6365,-0.0386,-2,-39.7109,0.1197,22.7753,26.632,0.8528,3.0039,-133.16,27.2148,1.2509,1.8586,-30.3243,2.8404,168.2852,1.6922,-6.175,-0.309,-0.838,-1.545,-6.175,-1.947,-0.2,-1.01,-26.003,-14.691,0.585,-0.1,-67.651,-40.695,2.639
2599,ZINC61642409,0,-86.186401,-3.5992095,137.15082,-12.6041,-25.21105,-103.1455,137.13689,-12.6041,-25.198288,-20.316605,137.16765,-12.6041,-25.212719,-6.0863461,137.06538,-12.719549,-28.173582,-12.450744,137.13802,-12.6041,-25.204355,5.077,9.293,27.5189,-3.7339,-38.3205,56.2015,4,-45.2029,0.7504,-2.7477,-2,-41.3394,0.2341,24.044,30.474,1.5572,4.8728,-152.37,23.5929,1.4455,4.3549,-29.3933,1.9622,188.4078,1.8297,-6.286,-0.299,-0.826,-1.554,-6.286,-1.352,-0.2,-1.423,-28.078,-16.225,0.68,-0.153,-71.005,-44.303,5.241
2600,ZINC61642434,0,-74.486572,-2.8476841,149.74181,-12.380668,-27.53207,-82.453552,149.74054,-12.380668,-27.529953,-16.806757,149.74187,-12.380668,-27.538006,-6.1874776,149.7126,-11.841558,-27.678045,-12.403435,149.74237,-12.380668,-27.538496,22.7992,9.9594,27.4682,-2.9584,-21.9704,48.8884,3.365,-37.8012,1.105,-5.8983,-1.6843,-32.0441,0.054,21.8686,23.228,0.5477,0.8117,-116.14,24.3603,0.5477,0.3886,-25.2966,1.9458,156.2769,1.9401,-5.671,-0.284,-0.77,-1.419,-5.671,-1.259,-0.2,-1.025,-26.345,-15.348,0.582,-0.15,-66.087,-41.693,2.703
2601,ZINC61642761,0,-54.599247,-2.747438,121.1256,-13.493553,-27.176798,-77.387886,121.12229,-13.493553,-27.182402,-14.110935,121.12637,-13.493553,-27.174908,-5.4897237,121.09868,-11.604224,-27.258924,-13.48632,121.12518,-13.493553,-27.17646,-29.6253,15.3088,17.7852,-4.514,-64.8747,40.1088,5.5536,-25.7166,1.8425,-2.1999,-3.9705,-20.3417,0.0186,17.5432,22.512,1.9155,3.0533,-112.56,21.1817,1.8236,1.7347,-24.7401,1.9391,150.2116,1.8716,-5.484,-0.289,-0.77,-1.39,-5.484,-1.04,-0.163,-0.926,-26.005,-15.339,0.372,-0.125,-60.97,-41.344,10.012
2602,ZINC61642848,0,-57.90593,-3.341193,81.321037,-11.263815,-31.407568,-83.708748,81.321289,-11.263815,-31.405991,-16.105703,81.323906,-11.263815,-31.408125,-5.26439,81.390373,-11.771743,-31.461473,-11.211946,81.322182,-11.263815,-31.407961,-18.2263,9.8567,26.6084,-6.0833,-58.5861,47.2845,2,-43.3594,1.349,-1.6804,-1.8752,-42.2991,0.1494,26.2523,30.518,1.6154,2.6504,-152.59,22.8856,1.7632,2.5677,-27.2165,1.7492,175.7256,1.8225,-6.488,-0.324,-0.881,-1.624,-6.488,-1.361,-0.4,-1.351,-22.552,-17.436,0.606,-0.239,-63.738,-39.988,7.705
2603,ZINC61643473,0,-82.219452,-4.2963543,42.947296,-11.911249,-34.314964,-89.494049,42.947166,-11.911249,-34.316639,-21.578882,42.943249,-11.911249,-34.312004,-6.0072451,42.968132,-14.50725,-35.140999,-11.911856,42.940792,-11.911249,-34.31197,-27.003,6.0751,25.9754,-6.2619,-62.5324,51.4754,2.3067,-45.5556,1.01,-5.3558,-2,-38.6303,0.0461,21.7932,24.14,0.9736,1.3731,-120.7,26.542,0.4915,1.4519,-28.4854,1.9636,175.8859,1.6139,-5.483,-0.261,-0.72,-1.356,-5.483,-1.556,-0.16,-1.472,-25.205,-12.262,0.859,-0.055,-60.769,-37.467,1.28
2604,ZINC61643474,0,-53.231174,-2.3988583,41.439201,-12.28015,-24.273266,-84.56192,41.437923,-12.28015,-24.274256,-16.706707,41.436695,-12.28015,-24.271763,-5.7277112,41.350143,-12.217222,-24.223124,-12.293404,41.441788,-12.28015,-24.274046,-17.2962,8.5235,29.9666,-5.5864,-61.4374,51.5607,2,-47.3765,1.239,-4.5954,-1,-42.685,0.0844,20.4075,22.084,0.7002,0.9763,-110.42,26.3721,0.6964,0.8622,-27.9308,1.9632,171.1556,1.6139,-5.964,-0.284,-0.784,-1.475,-5.964,-1.204,-0.37,-1.422,-21.84,-16.9,0.859,-0.2,-62.248,-38.74,6.422
2605,ZINC61643804,0,-54.504177,-4.0955362,102.31052,-12.794817,-33.289967,-112.82848,102.30975,-12.794817,-33.290039,-23.699064,102.3093,-12.794817,-33.291229,-6.0797582,102.22316,-12.508456,-34.99826,-12.814472,102.31075,-12.794817,-33.292873,-32.0683,18.8605,23.097,-2.685,-80.0022,47.2441,5,-32.6482,0.2239,-5.4401,-4,-24.0822,0.2226,20.4203,25.008,3.0887,1.4991,-125.04,26.7583,2.6395,1.4992,-30.8971,1.992,193.6832,1.5223,-5.529,-0.263,-0.726,-1.367,-5.529,-1.382,-0.149,-1.415,-23.192,-13.5,0.618,-0.016,-58.27,-36.692,0.913
2606,ZINC61653289,0,-59.344166,-3.8548844,16.852526,-11.966441,-34.459915,-55.445339,16.856945,-11.966441,-34.456882,-15.474862,16.854778,-11.966441,-34.459408,-5.765799,16.657793,-12.959245,-35.70129,-12.009831,16.854424,-11.966441,-34.457329,21.5989,14.1225,22.7033,-7.2798,-16.4608,46.8961,4,-36.2714,1.9094,-5.4648,-2.3357,-29.3619,0.2135,23.084,26.846,1.2114,2.5506,-134.23,22.3691,0.5963,1.447,-24.4124,2.5295,134.9018,2.0701,-5.803,-0.29,-0.788,-1.452,-5.803,-0.84,-0.47,-1.306,-22.897,-18.891,1.167,-0.376,-67.431,-41.788,4.237
2607,ZINC61653748,0,-58.082951,-3.7109768,133.66052,-12.878674,-36.70118,-90.420006,133.65117,-12.878674,-36.701046,-22.934959,133.68413,-12.878674,-36.708427,-5.509212,132.87526,-15.054099,-37.609505,-12.724721,133.6642,-12.878674,-36.695789,-39.0738,7.1698,26.9787,-3.8827,-79.4566,48.3271,3,-40.9987,1.525,-1.8286,-2,-37.6318,0.0861,21.3534,26.118,1.5304,3.2342,-130.59,28.4171,1.5352,2.1424,-32.0947,3.8921,163.7114,2.1637,-6.699,-0.353,-0.941,-1.698,-6.699,-1.367,-0.435,-1.66,-21.217,-19.633,0.959,-0.192,-74.252,-40.85,4.127
2608,ZINC61653768,0,-66.350281,-3.7086191,106.15987,-13.495582,-34.363434,-81.117363,106.16025,-13.495582,-34.364185,-21.551609,106.15774,-13.495582,-34.359623,-6.0708013,105.76333,-12.954519,-35.196949,-13.600745,106.16247,-13.495582,-34.366184,-4.361,8.6787,29.2603,-2.2739,-50.9988,60.3847,5.2793,-45.371,0.4553,-3.3866,-3,-41.1586,0.0948,26.3989,27.308,0.3571,0.552,-136.54,26.3032,1.5807,0.1575,-28.0414,1.8942,179.4861,1.8613,-6.266,-0.313,-0.85,-1.568,-6.266,-1.179,-0.188,-1.463,-22.374,-21.982,1.113,-0.133,-73.802,-44.356,8.478
2609,ZINC61654859,0,-59.868053,-2.4884913,185.85909,-11.931405,-35.166679,-75.633743,185.86038,-11.931405,-35.162479,-18.440983,185.85843,-11.931405,-35.160202,-5.8629827,186.94492,-12.583349,-34.064091,-12.395416,185.86101,-11.931405,-35.160461,38.2127,9.6603,34.8263,-2.2594,-17.0743,60.9886,5.984,-44.3086,0.6924,-4.2749,-2.9826,-39.9776,0.1249,25.2339,28.8,1.4271,2.1389,-144,24.1989,1.5625,1.9619,-27.7233,1.5556,192.2761,2.1284,-6.971,-0.349,-0.946,-1.745,-6.971,-1.328,-0.37,-1.449,-24.115,-23.573,1.1,-0.182,-82.386,-47.688,8.221
2610,ZINC61655258,0,-65.008812,-3.6143112,132.106,-11.542622,-29.794559,-84.456314,132.0988,-11.542622,-29.804501,-16.704327,132.11041,-11.542622,-29.799215,-6.4448996,132.00024,-13.05374,-31.988253,-11.300848,132.11223,-11.542622,-29.800205,18.3097,4.8313,29.5675,-7.3841,-19.7929,47.2981,2,-44.7815,2.0225,-4.662,-1,-39.596,0.1861,32.3693,35.476,1.3125,1.7942,-177.38,28.7255,0.2633,1.4587,-30.4476,1.5917,210.3117,1.9356,-5.688,-0.271,-0.747,-1.406,-5.688,-1.361,-0.2,-0.956,-27.101,-16.733,0.816,-0.123,-67.068,-43.834,4.265
2611,ZINC61667081,0,-59.195591,-4.1888247,86.569168,-9.728919,-22.579809,-94.448616,86.567917,-9.728919,-22.585773,-15.545049,86.567474,-9.728919,-22.580168,-5.7409186,86.473755,-10.644983,-24.619482,-9.7673903,86.566551,-9.728919,-22.582216,31.4414,3.5272,28.9907,-5.8159,-6.132,51.6583,3,-45.204,1.1811,-6.4939,-2,-37.1939,0.1062,23.5757,24.184,0.088,0.5204,-120.92,23.111,0.1956,0.3719,-23.6785,2.744,114.7526,1.7158,-5.712,-0.286,-0.775,-1.429,-5.712,-1.662,-0.16,-1.763,-24.487,-12.187,0.954,-0.028,-52.491,-36.674,7.266
2612,ZINC61675989,0,-55.682842,-2.6452351,-11.945924,-9.5135336,-30.373323,-102.74423,-11.945537,-9.5135336,-30.375544,-16.498718,-11.945002,-9.5135336,-30.374567,-5.8563228,-12.029861,-9.9924822,-30.820477,-9.5195465,-11.946095,-9.5135336,-30.377356,32.7407,13.1123,26.7543,-6.8966,-10.2621,53.3161,4.68,-41.7324,1.4045,-3.8504,-4,-34.4519,0.0598,29.1105,30.322,0.2517,0.9598,-151.61,25.6508,0.0613,0.6908,-26.4029,2.8869,154.9032,2.673,-5.284,-0.278,-0.742,-1.34,-5.284,-1.506,-0.301,-1.157,-28.519,-10.369,0.862,-0.201,-55.005,-38.888,4.899
2613,ZINC61694458,0,-63.291599,-3.5709052,19.604666,-10.365769,-23.364555,-76.950905,19.599382,-10.365769,-23.360691,-16.320765,19.606077,-10.365769,-23.370104,-5.676661,19.620506,-11.366323,-24.727016,-10.398874,19.59948,-10.365769,-23.360773,20.1711,10.2509,28.7763,-7.1919,-22.4552,54.529,3.544,-44.954,1.5099,-3.6358,-3,-38.5774,0.0234,20.5318,22.374,0.3074,1.5348,-111.87,27.9695,0.1888,0.4618,-28.6201,2.788,146.4133,1.29,-5.921,-0.312,-0.832,-1.501,-5.921,-0.823,-0.2,-1.353,-22.715,-17.789,0.348,-0.09,-62.954,-40.504,6.932
