number,name,Label,E_place,S,E_conf,E_score1,E_refine,S(2),E_conf(2),E_score1(2),E_refine(2),S(3),E_conf(3),E_score1(3),E_refine(3),S(4),E_conf(4),E_score1(4),E_refine(4),S(5),E_conf(5),E_score1(5),E_refine(5),Goldscore.Fitness,Goldscore.External.HBond,Goldscore.External.Vdw,Goldscore.Internal.Torsion,Goldscore.Internal.Vdw,PLP.Fitness,PLP.Chemscore.Hbond,PLP.PLP,PLP.ligand.torsion,PLP.part.buried,PLP.part.hbond,PLP.part.nonpolar,PLP.part.repulsive,ASP.Fitness,ASP.ASP,ASP.DEClash,ASP.DEInternal,ASP.Map,Chemscore.Fitness,Chemscore.DEClash,Chemscore.DEInternal,Chemscore.DG,Chemscore.Hbond,Chemscore.Lipo,Chemscore.Rot,docking score,glide ligand efficiency,glide ligand efficiency sa,glide ligand efficiency ln,glide gscore,glide lipo,glide hbond,glide rewards,glide evdw,glide ecoul,glide erotb,glide esite,glide emodel,glide energy,glide einternal
2619,ZINC69548761,0,-52.948689,-3.9952114,85.283882,-9.2683458,-27.093927,-72.522102,85.283981,-9.2683458,-27.093094,-10.756551,85.28273,-9.2683458,-27.095209,-4.5686488,85.34713,-10.43387,-27.80978,-9.3400183,85.282242,-9.2683458,-27.093172,30.814,12.7314,19.7106,-1.4985,-7.521,51.1475,4.6864,-34.8702,1.1638,-1.2051,-6.1031,-30.544,2.4135,16.9445,21.734,0.0343,4.7552,-108.67,20.494,0.031,1.1563,-21.6812,3.9523,60.9977,1.6157,-7.258,-0.454,-1.143,-1.924,-7.258,-0.779,-0.945,-2.914,-17.613,-11.389,0,-0.031,-49.727,-29.002,0.844
2620,ZINC69549958,0,-67.996269,-4.8703318,-104.87354,-10.262087,-31.09642,-90.066864,-104.87044,-10.262087,-31.098351,-15.1832,-104.87045,-10.262087,-31.098284,-6.2091131,-104.79129,-11.306908,-30.551424,-10.245453,-104.87084,-10.262087,-31.096691,9.532,8.2968,20.8623,-5.1339,-22.3165,45.8434,1.992,-40.7116,1.4933,-4.7369,-3.1049,-32.8631,0.2259,17.8,25.388,0.5381,7.05,-126.94,23.1165,1.0028,0.269,-24.3883,3.9212,98.82,2.2463,-5.196,-0.247,-0.683,-1.285,-5.196,-0.582,-0.622,-1.7,-23.388,-11.182,0.612,-0.056,-48.618,-34.569,5.919
2621,ZINC69550299,0,-56.781311,-3.0137424,-112.31878,-9.8022022,-29.384323,-74.493248,-112.32154,-9.8022022,-29.3843,-16.522087,-112.31914,-9.8022022,-29.37969,-6.2083445,-112.31774,-9.9808683,-30.750698,-9.8258009,-112.31781,-9.8022022,-29.386078,-5.9389,11.0292,21.1735,-4.6664,-41.4153,47.54,3.9913,-36.4787,0.8673,-0.6025,-4.6361,-32.0541,0.3112,15.1122,22.398,3.0098,4.276,-111.99,23.385,2.4758,0.8001,-26.6609,3.7888,116.1987,1.98,-6.257,-0.298,-0.822,-1.547,-6.257,-1.626,-0.597,-1.652,-27.72,-11.992,0.854,-0.05,-57.233,-39.712,7.538
2622,ZINC69554597,0,-58.887074,-2.424721,-30.922178,-7.9486752,-23.137302,-54.753681,-30.924257,-7.9486752,-23.138458,-12.216979,-30.92622,-7.9486752,-23.140577,-5.0029049,-30.788883,-9.9296627,-23.212931,-7.9607716,-30.924763,-7.9486752,-23.13693,31.5602,11.9865,21.4943,-4.9399,-5.0411,43.7601,4.2598,-32.8087,0.9306,-5.5135,-6.0776,-23.9712,1.5227,17.3034,18.288,0,0.9846,-91.44,18.4321,0.4187,0.9178,-19.7686,3.7991,67.9763,2.4818,-7.101,-0.507,-1.222,-1.951,-7.101,-0.892,-0.617,-2.842,-18.573,-15.564,0.571,-0.058,-56.403,-34.138,3.267
2623,ZINC69559766,0,-64.793594,-4.6695151,-76.144592,-10.666993,-23.286942,-68.569237,-76.150436,-10.666993,-23.277395,-12.53898,-76.161674,-10.666993,-23.259127,-5.6376309,-76.208916,-11.320843,-23.878365,-10.629561,-76.148529,-10.666993,-23.282393,28.5665,1.5485,25.0329,-6.1049,-1.2974,45.9006,1.9913,-42.8548,1.6054,-4.3899,-3.9511,-36.5989,0.4042,22.9792,23.378,0.2887,0.1101,-116.89,18.434,0.329,0.079,-18.8419,2.4822,82.809,1.8036,-6.276,-0.33,-0.881,-1.591,-6.276,-0.851,-0.561,-2.252,-31.296,-11.063,0.612,0,-60.648,-42.36,6.932
2624,ZINC69572253,0,-84.877655,-3.4922531,-70.3666,-11.878098,-32.28577,-109.83131,-70.36573,-11.878098,-32.285255,-15.585176,-70.366005,-11.878098,-32.284489,-6.3961177,-70.190628,-12.406596,-32.465023,-11.85313,-70.367714,-11.878098,-32.284702,37.9043,9.8867,25.8678,-7.942,0.3914,56.881,4.9,-42.9834,1.9491,-7.1677,-5,-30.3924,0.6533,20.5903,27.524,0.097,6.8367,-137.62,26.9745,0.5603,3.0335,-30.5682,3.952,101.6123,0,-6.952,-0.302,-0.86,-1.681,-6.952,-0.976,-0.424,-1.297,-30.898,-21.118,0.682,-0.224,-76.776,-52.016,4.122
2625,ZINC69582423,0,-71.799995,-2.8724611,-36.263947,-9.9100704,-27.640278,-93.773376,-36.264565,-9.9100704,-27.640495,-11.798759,-36.264828,-9.9100704,-27.641235,-5.9331102,-36.205101,-9.9517412,-29.248098,-9.8698835,-36.263496,-9.9100704,-27.640558,36.7124,0.5404,27.9118,-0.7649,-1.4418,47.3373,1.4,-43.227,0.0724,-2.4032,-3.9712,-39.0509,0.5022,22.8398,26.574,1.6318,2.1024,-132.87,15.8256,3.0014,0.7318,-19.5588,1.8379,89.7452,1,-5.366,-0.244,-0.683,-1.312,-5.366,-0.969,-0.271,-2.106,-29.721,-7.305,0.561,0,-52.4,-37.026,1.738
2626,ZINC69591183,0,-57.736931,-4.0377836,-82.652847,-11.484647,-36.666428,-105.0226,-82.652428,-11.484647,-36.666611,-17.735888,-82.652283,-11.484647,-36.66703,-6.7303038,-82.700142,-14.901061,-36.939301,-11.5566,-82.65197,-11.484647,-36.66539,34.8757,6.39,26.4788,-4.2355,-3.6872,47.9577,2,-42.9481,1.0903,-2.2696,-2,-38.5435,0.0969,24.0861,29.15,0.386,4.6779,-145.75,24.1057,0.4443,0.95,-25.4999,2.7831,120.2089,1.3047,-6.186,-0.258,-0.743,-1.481,-6.186,-1.028,-0.475,-1.527,-37.188,-14.814,0.946,-0.02,-72.93,-52.002,7.208
2627,ZINC69620905,0,-53.682079,-4.9137592,-45.947254,-11.935318,-34.617371,-114.91145,-45.946804,-11.935318,-34.614796,-13.760479,-45.946751,-11.935318,-34.614944,-6.2533774,-45.766109,-10.621479,-35.617241,-11.835855,-45.948021,-11.935318,-34.608944,12.6983,1.3953,22.2918,-20.3715,1.0233,53.2024,2.5616,-47.4711,3.067,-6.3433,-3.0612,-40.0658,0.229,19.0421,24.006,0.1019,4.862,-120.03,23.4596,0.7012,0.953,-25.1138,3.308,113.0596,1.8136,-4.954,-0.191,-0.564,-1.163,-4.954,-1.197,-0.454,-1,-30.147,-9.624,0.918,-0.27,-53.751,-39.771,7.489
2628,ZINC69620970,0,-62.310463,-3.7653558,-66.822807,-10.052135,-34.050465,-76.37339,-66.820732,-10.052135,-34.050449,-14.198846,-66.816841,-10.052135,-34.054928,-6.1613021,-66.896873,-10.378852,-34.285812,-10.085323,-66.82193,-10.052135,-34.050808,17.5808,3.0836,26.9819,-12.7961,-9.8068,53.404,2.784,-45.8801,2.0597,-5.5274,-4,-37.8946,0.5006,16.6759,20.856,0,4.1801,-104.28,23.6188,0.2333,0.4418,-24.2938,3.2094,108.1898,1.7828,-5.419,-0.217,-0.634,-1.285,-5.419,-0.873,-0.559,-1.665,-21.13,-12.87,0.705,-0.041,-48.553,-33.999,7.587
2629,ZINC69621121,0,-68.062157,-5.9212408,-55.018246,-12.322957,-40.235973,-64.69725,-55.02042,-12.322957,-40.233471,-9.4034147,-55.020481,-12.322957,-40.233578,-6.818604,-55.051865,-10.795563,-41.249249,-12.286521,-55.022457,-12.322957,-40.231937,12.3468,3.4053,26.6569,-18.2349,-9.4768,48.8916,1.944,-44.8239,3.0669,-8.0977,-2.0327,-33.9931,0.3004,19.3851,23.698,0.0108,4.3021,-118.49,25.7353,0.2092,0.3649,-26.3094,3.5807,120.8233,2.0572,-5.524,-0.205,-0.614,-1.286,-5.524,-0.811,-0.608,-1.448,-26.232,-13.004,0.706,-0.101,-53.329,-39.236,10.276
2630,ZINC69675862,0,-66.459885,-3.868489,10.273952,-8.7372332,-31.364227,-94.837395,10.273972,-8.7372332,-31.365675,-12.753602,10.273877,-8.7372332,-31.365673,-5.8345981,10.243554,-12.40429,-32.079529,-8.7209768,10.275856,-8.7372332,-31.365667,34.5499,4.8582,23.0628,-3.6431,1.6234,52.0428,2.0913,-40.0811,1.1487,-4.0971,-4.4357,-32.137,0.3655,27.2379,29.018,0.0166,1.7635,-145.09,25.0722,0.1136,0.1211,-25.3069,2.7514,90.917,0,-6.209,-0.31,-0.843,-1.554,-6.209,-1.446,-0.48,-1.646,-28.511,-10.665,0.43,-0.042,-57.415,-39.176,3.639
2631,ZINC69682980,0,-55.1544,-3.7819471,-185.81549,-8.8558035,-31.897509,-56.039848,-185.81227,-8.8558035,-31.901188,-12.452643,-185.81204,-8.8558035,-31.901205,-5.5167747,-185.84535,-9.6167278,-32.106358,-8.8093977,-185.81133,-8.8558035,-31.900316,29.4539,8.7568,20.1663,-1.7418,-5.2897,40.5838,2.56,-33.0401,0.0803,-6.3798,-3.0892,-24.9966,0.5279,14.5475,19.652,1.8473,3.2572,-98.26,23.6924,1.7158,0.2452,-25.6534,4.1046,86.2242,1.4157,-6.569,-0.411,-1.034,-1.741,-6.569,-1.255,-1.02,-2.089,-22.77,-14.963,1.19,-0.013,-55.218,-37.733,8.314
2632,ZINC69701096,0,-60.186714,-4.301034,-38.797745,-10.505232,-34.074417,-62.237194,-38.798401,-10.505232,-34.074787,-12.83423,-38.798225,-10.505232,-34.076569,-6.2972775,-38.7995,-10.381345,-34.8578,-10.423523,-38.798042,-10.505232,-34.076618,32.9274,1.943,28.2752,-6.3895,-1.5046,45.4845,1.2067,-43.6527,1.513,-7.8168,-1.7893,-35.8826,0.2745,22.3988,24.846,0.0939,2.3533,-124.23,19.8718,0.1193,0.4123,-20.4033,0.8289,125.769,1,-5.631,-0.245,-0.696,-1.362,-5.631,-1.145,-0.793,-1.616,-35.245,-6.904,0.77,-0.048,-50.465,-42.15,10.78
2633,ZINC69742907,0,-91.768982,-3.6544826,-60.981106,-9.144701,-29.82118,-65.392159,-60.980114,-9.144701,-29.81624,-6.159503,-60.980972,-9.144701,-29.820717,-5.8638444,-60.904064,-10.395951,-30.534258,-9.1269779,-60.982208,-9.144701,-29.817987,35.2895,0.2918,28.3578,-4.618,0.6237,42.7829,0.4774,-44.1755,1.4286,-8.2233,-1.5954,-34.5668,0.2184,23.3514,28.478,1.7321,3.3944,-142.39,21.1208,1.9816,1.4815,-24.5839,1.7904,112.1699,0,-5.354,-0.243,-0.682,-1.309,-5.354,-0.765,-0.52,-2.279,-31.753,-6.781,0.815,0,-50.021,-38.533,1.506
2634,ZINC69774359,0,-70.713837,-4.4563398,-101.69081,-10.288661,-33.921822,-109.20592,-101.69231,-10.288661,-33.912991,-13.912093,-101.68955,-10.288661,-33.918285,-5.8331532,-101.72146,-10.924558,-35.376659,-10.229644,-101.68896,-10.288661,-33.919933,45.27,6.1891,30.8223,-2.7515,-0.5483,47.3059,2.3863,-38.7762,0.6458,-7.6789,-2.7537,-28.3545,0.2756,16.9099,17.57,0.2611,0.399,-87.85,17.8113,1.272,0.4919,-19.5752,2.6855,83.0223,1.7921,-5.051,-0.253,-0.685,-1.264,-5.051,-0.872,-0.306,-1.616,-33.974,-7.578,0.579,0,-56.526,-41.553,2.145
2635,ZINC69788919,0,-61.545971,-3.169982,-62.383102,-10.395353,-33.615379,-88.900635,-62.383022,-10.395353,-33.6157,-13.404359,-62.383018,-10.395353,-33.6157,-5.5671806,-62.364609,-13.91747,-34.055069,-10.372736,-62.383503,-10.395353,-33.613129,26.7168,9.0878,26.0264,-4.6644,-13.4929,57.0003,3.8003,-48.1065,1.2836,-5.7283,-6.4304,-37.3829,0.8234,25.6408,27.188,1.3011,0.2462,-135.94,22.5392,1.4919,0.2735,-24.3046,3.3434,101.7612,1.6596,-6.455,-0.323,-0.876,-1.616,-6.455,-0.812,-0.864,-1.996,-26.587,-14.144,0.698,-0.031,-62.351,-40.731,2.033
2636,ZINC69795520,0,-58.268692,-2.8396513,38.235619,-9.0388918,-26.465593,-85.621811,38.234615,-9.0388918,-26.467884,-13.050556,38.236557,-9.0388918,-26.468567,-5.1332655,38.249058,-9.187315,-26.987171,-9.0017481,38.235527,-9.0388918,-26.465427,0.5881,5.9115,17.2484,-2.7326,-26.3073,42.57,3.928,-30.9895,0.1134,-5.8234,-7.1142,-18.0546,0.3287,11.4905,14.564,1.1229,1.9507,-72.82,18.9463,1.1229,1.8858,-21.955,4.4383,59.0657,2.0546,-3.407,-0.227,-0.56,-0.919,-3.407,-0.434,-0.173,-2.189,-20.681,-3.753,1.1,-0.114,-30.751,-24.433,2.817
2637,ZINC69838031,0,-56.125736,-3.7116034,-167.01198,-8.6681995,-27.162439,-63.359016,-167.0119,-8.6681995,-27.162148,-15.724255,-167.01236,-8.6681995,-27.161915,-5.5553555,-166.89272,-11.527896,-27.730864,-8.6348467,-167.0191,-8.6681995,-27.143373,-0.2383,3.1961,21.0724,-2.6606,-29.7484,42.5256,2.72,-34.9328,0.304,-6.1659,-3,-26.7005,0.1138,18.9728,19.708,0.0237,0.7115,-98.54,19.495,0.0237,0.6032,-20.1219,3.2674,78.6836,2.1396,-5.977,-0.374,-0.941,-1.584,-5.977,-0.894,-0.942,-2.069,-20.763,-15.007,1.298,-0.081,-54.763,-35.77,2.387
2638,ZINC69843765,0,-61.228577,-3.2639189,-76.048546,-10.161515,-31.586332,-94.753815,-76.050041,-10.161515,-31.582607,-16.050884,-76.04879,-10.161515,-31.584511,-6.408309,-76.089912,-11.247971,-32.25494,-10.264729,-76.048424,-10.161515,-31.584192,26.0099,1.3833,23.6492,-7.2793,-0.6117,52.3951,3.1966,-43.5244,0.3729,-3.7662,-4.8086,-36.5938,0.3676,27.5646,30.22,2.0105,0.6449,-151.1,25.5497,1.8287,0.583,-27.9614,3.3022,137.0317,1.7893,-5.726,-0.239,-0.688,-1.37,-5.726,-1.478,-0.506,-1.284,-31.117,-9.075,0.537,-0.077,-56.699,-40.192,5.404
2639,ZINC69899329,0,-50.370647,-3.6222827,-171.9449,-9.1559572,-27.081516,-77.427818,-171.94345,-9.1559572,-27.084635,-15.800092,-171.94315,-9.1559572,-27.085421,-5.3598409,-171.85109,-10.103596,-27.299858,-9.1681328,-171.94469,-9.1559572,-27.081593,24.7108,4.1133,21.2952,-2.0914,-6.5919,42.2705,3.8,-30.9466,0.0531,-6.5177,-4.4719,-21.1571,0.1225,15.648,17.042,0.031,1.363,-85.21,18.6767,1.4087,0.8612,-20.9466,3.3011,83.0602,2.0614,-6.699,-0.447,-1.101,-1.806,-6.699,-0.863,-0.676,-2.471,-14.43,-14.399,0.253,-0.06,-46.851,-28.83,4.101
2640,ZINC69899369,0,-49.537548,-2.138206,-159.06364,-9.1652822,-20.769989,-66.522316,-159.05963,-9.1652822,-20.775126,-15.023693,-159.06339,-9.1652822,-20.772306,-5.3854833,-159.04356,-10.455075,-21.501709,-9.1533861,-159.05997,-9.1652822,-20.775364,4.1996,5.3677,17.2431,-1.9646,-22.9127,39.2494,3.855,-27.7436,0.8394,-5.0715,-4.1226,-19.7262,0.2062,13.2406,15.112,0.1615,1.7099,-75.56,17.6008,0.0259,0.3974,-18.0241,2.9021,69.4658,2.0611,-6.06,-0.404,-0.996,-1.634,-6.06,-0.766,-0.8,-1.941,-15.49,-13.901,0.361,-0.054,-46.117,-29.39,2.864
2641,ZINC69903081,0,-47.649109,-3.2395344,-93.053452,-10.596066,-28.233261,-83.802376,-93.051689,-10.596066,-28.227526,-12.920988,-93.051453,-10.596066,-28.227833,-5.7858458,-93.120415,-11.589996,-30.271656,-10.574744,-93.052368,-10.596066,-28.23386,38.1628,0,29.7084,-7.3733,4.6871,39.3312,0.368,-36.0183,1.7333,-6.2482,-1,-28.5589,0.4184,15.2882,17.546,9.00E-04,2.2569,-87.73,17.3778,1.7923,0.0236,-19.1937,1.7953,92.7356,1.2237,-6.26,-0.261,-0.752,-1.498,-6.26,-1.364,-0.864,-0.882,-32.594,-12.938,0.495,-0.074,-60.485,-45.532,11.878
2642,ZINC69903165,0,-58.26421,-3.3358583,-97.757889,-10.993465,-26.428995,-97.069504,-97.759186,-10.993465,-26.428274,-20.724186,-97.759407,-10.993465,-26.428116,-6.3602319,-97.6147,-9.5915308,-27.574566,-10.966484,-97.758476,-10.993465,-26.428207,-6.033,11.5643,23.7642,-3.4659,-46.8072,40.9365,1.96,-35.7282,1.426,-7.4801,-2,-27.1134,0.6561,15.4349,17.134,0.1941,1.505,-85.67,19.3773,0.4295,0.387,-20.1937,2.9198,78.9246,1.669,-4.788,-0.192,-0.56,-1.135,-4.788,-0.801,-0.506,-1.471,-30.363,-6.039,0.441,-0.026,-48.961,-36.402,3.321
2643,ZINC69906530,0,-73.316902,-3.2079124,-24.12343,-8.9163599,-24.909771,-76.819641,-24.122385,-8.9163599,-24.91061,-12.855448,-24.124296,-8.9163599,-24.908043,-5.3534932,-24.101706,-8.8599453,-25.000893,-8.9060001,-24.117048,-8.9163599,-24.921394,1.6306,8.7074,19.9611,-6.5502,-27.9731,42.4978,3.8038,-31.4858,1.2079,-4.1303,-4.6779,-24.5066,0.5349,22.8291,27.2,0.0558,4.3151,-136,21.8898,0.0222,0.9031,-22.8151,3.7526,72.7934,1.4514,-6.596,-0.412,-1.039,-1.748,-6.596,-0.787,-1.12,-2.19,-22.566,-15.784,1.011,-0.014,-57.797,-38.351,4.925
2644,ZINC69906994,0,-54.356739,-3.3371148,-74.872818,-8.9019833,-27.710653,-62.378601,-74.872864,-8.9019833,-27.712099,-11.341323,-74.874176,-8.9019833,-27.710732,-4.9750218,-74.756889,-9.1185741,-27.695997,-9.0625811,-74.873436,-8.9019833,-27.710142,22.6266,7.5193,17.6439,-4.6273,-4.5258,41.9383,2.5292,-35.8385,1.0833,-3.0338,-3.1008,-30.1417,0.1654,16.6988,18.216,4.00E-04,1.5168,-91.08,20.2739,0.0218,1.7352,-22.0309,2.9457,90.0662,1.4944,-5.538,-0.369,-0.91,-1.493,-5.538,-0.296,-0.47,-2.377,-17.238,-14.28,0.68,-0.07,-46.418,-31.517,4.745
2645,ZINC69907398,0,-54.530579,-3.2185802,-93.244537,-8.3584461,-22.43808,-70.998581,-93.246338,-8.3584461,-22.435968,-13.948728,-93.239883,-8.3584461,-22.450172,-5.3342261,-93.001884,-9.0348911,-22.513937,-8.2167234,-93.247627,-8.3584461,-22.434948,31.4682,3.1562,21.1799,-1.5478,0.7375,51.4676,3.576,-41.9967,0.6352,-1.8123,-5.1345,-35.1474,0.308,17.8211,18.382,0,0.5609,-91.91,19.8275,0.031,0.5818,-20.4403,3.7148,51.0728,1.3369,-7.242,-0.453,-1.141,-1.92,-7.242,-0.426,-0.494,-3.784,-20.27,-12.923,0.479,-0.065,-56.409,-33.193,1.387
2646,ZINC69907913,0,-66.904022,-3.579886,-107.30805,-8.9797955,-23.496235,-59.568573,-107.3076,-8.9797955,-23.496958,-11.775002,-107.30743,-8.9797955,-23.497532,-4.9195123,-107.30965,-8.7386665,-25.293892,-8.9271717,-107.30795,-8.9797955,-23.50186,21.0981,3.9854,17.8818,-7.0499,-0.4249,43.56,2.2912,-38.1279,0.8166,-6.027,-3,-30.0655,0.1832,18.5612,19.444,0,0.8828,-97.22,20.4209,0.2559,0.7455,-21.4223,2.7418,88.2714,1.384,-6.902,-0.431,-1.087,-1.829,-6.902,-0.782,-0.418,-3.232,-15.427,-15.56,0.718,-0.082,-51.727,-30.987,2.208
2647,ZINC69947965,0,-64.522522,-3.9710989,127.37125,-8.7692308,-22.930571,-100.22701,127.37168,-8.7692308,-22.931973,-12.932872,127.37138,-8.7692308,-22.931492,-5.6404252,127.37211,-9.4878635,-24.240101,-8.7777481,127.38152,-8.7692308,-22.95191,26.184,4.8169,22.5793,-3.215,-6.4645,46.5119,3,-32.2948,2.2391,-4.9783,-3,-26.1076,0.264,21.3938,23.52,0.0103,2.1159,-117.6,23.2757,0.0899,0.0439,-23.4096,2.9693,68.4799,0,-5.339,-0.334,-0.841,-1.415,-5.339,-0.939,0,-2.21,-28.389,-7.591,0.587,-0.219,-47.249,-35.98,1.748
2648,ZINC69947966,0,-59.09206,-3.8349354,136.82152,-7.6984129,-24.42733,-63.211327,136.82161,-7.6984129,-24.425779,-10.342524,136.81496,-7.6984129,-24.428318,-5.2388587,136.85269,-11.059978,-25.344522,-7.6777844,136.81892,-7.6984129,-24.425882,34.2323,5.6245,22.8562,-3.1881,0.3687,41.638,2.784,-30.4164,2.0552,-5.9294,-3,-22.7303,0.3976,19.3928,21.674,0.2121,2.0691,-108.37,21.6519,0.0038,0.0872,-21.7429,2.9674,54.2874,0,-5.277,-0.377,-0.908,-1.45,-5.277,-0.925,0,-2.055,-24.928,-9.731,0.63,-0.221,-44.707,-34.659,2.523
2649,ZINC69948985,0,-58.510578,-3.3645115,17.021076,-8.4313221,-28.288557,-98.072449,17.022579,-8.4313221,-28.28924,-9.8739157,17.022783,-8.4313221,-28.289309,-5.2364159,17.132286,-10.144946,-28.282843,-8.2813005,17.024561,-8.4313221,-28.289139,45.4842,20.2234,19.4602,-3.0384,1.5413,44.9688,4.2917,-29.8207,1.2652,-7.4938,-6,-17.3223,0.3274,24.2884,26.046,0,1.7576,-130.23,23.2354,0.0126,0.7453,-23.9932,4.478,30.4003,0,-5.213,-0.372,-0.897,-1.432,-5.213,-0.529,-0.422,-2.274,-19.314,-11.145,0.728,-0.079,-42.66,-30.459,3.509
2650,ZINC69949399,0,-64.121437,-3.6167946,-7.5274591,-8.4076452,-28.856842,-81.405609,-7.5296044,-8.4076452,-28.858288,-10.145586,-7.5298586,-8.4076452,-28.85881,-5.4156103,-7.536046,-11.22598,-29.469448,-8.3844061,-7.5275955,-8.4076452,-28.858486,48.8404,20.3972,21.5172,-3.0096,1.8666,45.8758,4.8453,-31.5722,1.1117,-6.7275,-5.298,-21.3063,0.4229,21.181,22.706,0.1739,1.3512,-113.53,22.9645,0.031,0.3656,-23.3611,4.864,35.8579,1,-5.187,-0.37,-0.893,-1.425,-5.187,-0.611,-0.731,-2.27,-17.709,-9.141,0.728,-0.046,-40.708,-26.85,-0.102
2651,ZINC69951460,0,-63.822182,-2.2431717,-1.9390545,-9.6579847,-26.931541,-94.932167,-1.9406745,-9.6579847,-26.929457,-19.744888,-1.9404244,-9.6579847,-26.930113,-6.5043774,-1.9433836,-10.428946,-28.183643,-9.65273,-1.9399582,-9.6579847,-26.929438,46.9139,1.8973,37.5282,-1.9811,-4.6035,58.9855,3.0446,-51.5091,0.8569,-3.8323,-4.5189,-44.8655,1.5975,23.3705,26.3,1.9775,0.952,-131.5,26.2401,1.9775,0.9004,-29.1179,2.7066,157.0401,1.475,-5.731,-0.22,-0.653,-1.346,-5.731,-1.705,0,-1.062,-35.326,-10.265,0.565,-0.222,-56.012,-45.591,11.275
2652,ZINC69966560,0,-73.201492,-4.5608778,39.232105,-9.5333681,-31.906174,-85.577316,39.232822,-9.5333681,-31.90774,-12.252362,39.230911,-9.5333681,-31.906036,-6.4007053,39.098587,-9.6323566,-33.541611,-9.5805359,39.227528,-9.5333681,-31.901081,39.5628,4.5018,34.5534,-13.4522,1.0023,58.7568,2.9833,-49.7779,1.5962,-4.2783,-4,-42.9255,0.4893,22.7746,25.552,4.00E-04,2.7769,-127.76,17.7494,0.0908,1.139,-18.9792,1.9602,81.3009,1,-5.896,-0.246,-0.709,-1.411,-5.896,-1.377,-0.32,-1.608,-39.219,-9.575,0.82,-0.013,-67.586,-48.794,2.68
2653,ZINC69971460,0,-90.876747,-4.6629915,78.410576,-12.95304,-26.255917,-112.2868,78.414505,-12.95304,-26.256392,-18.705652,78.414993,-12.95304,-26.257286,-6.3860984,78.410851,-10.810091,-26.902939,-12.952715,78.413986,-12.95304,-26.256287,5.6787,4.5318,24.2681,-10.7022,-21.5195,46.1538,1.85,-43.5219,1.9836,-5.1751,-3.9252,-36.2916,0.2309,23.7621,27.206,0.0375,3.4064,-136.03,24.3659,1.743,2.223,-28.3319,2.253,167.3532,1.6615,-5.776,-0.231,-0.676,-1.369,-5.776,-2.425,-0.32,-1.117,-36.941,-4.402,0.634,-0.041,-53.56,-41.342,4.021
2654,ZINC69974861,0,-65.997818,-3.4583473,-19.836102,-8.1505661,-36.2173,-68.67997,-19.83127,-8.1505661,-36.222446,-11.119922,-19.831438,-8.1505661,-36.221958,-6.3675694,-19.925049,-9.3421764,-36.464138,-8.1475258,-19.833498,-8.1505661,-36.222435,35.4375,0.112,31.0698,-3.8686,-3.5268,51.0249,0.6318,-43.9437,0.4556,-0.9947,-1.3166,-41.6522,0.2374,23.0001,26.722,1.5617,2.1602,-133.61,24.6071,1.7845,0.3433,-26.7348,3.8104,100.9375,1.2819,-5.364,-0.223,-0.645,-1.284,-5.364,-0.928,-0.608,-1.785,-38.904,-6.805,0.954,-0.031,-52.997,-45.709,14.445
2655,ZINC69980138,0,-49.400688,-3.7479713,-23.749289,-9.1245604,-28.033827,-66.531937,-23.754351,-9.1245604,-28.026114,-14.338756,-23.754587,-9.1245604,-28.026297,-5.3506846,-23.662188,-8.488348,-28.396055,-9.11378,-23.752426,-9.1245604,-28.028351,27.4915,4.9845,21.8193,-1.4083,-6.0862,44.8898,4.3895,-32.7754,0.5375,-5.5372,-5,-23.4317,0.2652,17.1487,19.646,0.1662,2.3311,-98.23,24.1969,0.1186,2.1467,-26.4623,4.2453,88.0579,1.3671,-6.982,-0.465,-1.148,-1.883,-6.982,-1.109,-0.924,-2.122,-23.361,-15.327,0.654,-0.014,-62.287,-38.687,1.533
2656,ZINC69980199,0,-53.282784,-3.6836734,-22.58622,-9.2613449,-26.407318,-79.466805,-22.587904,-9.2613449,-26.3974,-16.870974,-22.585636,-9.2613449,-26.398087,-5.1819806,-22.398956,-9.2599125,-26.697685,-9.1955347,-22.586292,-9.2613449,-26.407049,-4.4111,1.5914,21.1105,-2.7536,-32.2758,36.6257,2.4393,-29.6515,0.7214,-3.2679,-5.4729,-22.9664,1.9892,9.4454,16.094,0.2386,6.41,-80.47,19.3982,0.1095,0.1793,-19.687,2.7571,72.2786,1.3509,-6.871,-0.429,-1.082,-1.821,-6.871,-1.018,-0.473,-2.562,-24.868,-12.832,0.414,-0.063,-61.622,-37.7,1.027
2657,ZINC69987121,0,-69.451904,-2.9041646,20.09902,-8.9828329,-30.425039,-77.668304,20.099411,-8.9828329,-30.42602,-15.148234,20.099316,-8.9828329,-30.425684,-6.0978041,20.07955,-9.0477209,-31.771338,-8.9854975,20.100096,-8.9828329,-30.424324,12.2086,0.8272,29.8365,-3.483,-26.1607,49.4988,1,-47.4058,0.7849,-5.1829,-1.2483,-41.0577,0.1612,23.3343,27.938,2.1086,2.4951,-139.69,23.0267,2.0346,0.5574,-25.6187,1.8299,141.7681,1,-5.04,-0.202,-0.589,-1.195,-5.04,-1.124,-0.5,-1.426,-37.08,-6.182,0.835,-0.043,-54.451,-43.262,2.841
