Number,Label,Name,docking score,glide ligand efficiency,glide ligand efficiency sa,glide ligand efficiency ln,glide gscore,glide lipo,glide hbond,glide rewards,glide evdw,glide ecoul,glide erotb,glide esite,glide emodel,glide energy,glide einternal,Goldscore.Fitness,Goldscore.External.HBond,Goldscore.External.Vdw,Goldscore.Internal.Torsion,Goldscore.Internal.Vdw,PLP.Fitness,PLP.Chemscore.Hbond,PLP.PLP,PLP.ligand.torsion,PLP.part.buried,PLP.part.hbond,PLP.part.nonpolar,PLP.part.repulsive,ASP.Fitness,ASP.ASP,ASP.DEClash,ASP.DEInternal,ASP.Map,Chemscore.Fitness,Chemscore.DEClash,Chemscore.DEInternal,Chemscore.DG,Chemscore.Hbond,Chemscore.Lipo,Chemscore.Rot,E_place,S_gw,E_conf_gw,E_score1_gw,E_refine_gw,S_ase,E_conf_ase,E_score1_ase,E_refine_ase,S_adg,E_conf_adg,E_score1_adg,E_refine_adg,S_ahb,E_conf,E_score1_ahb,E_refine_ahb,S_ldg,E_conf_ldg,E_score1_ldg,E_refine_ldg
3835,0,CHEMBL56593,-6.122999999999998,-0.36,-0.926,-1.597,-6.122999999999998,-1.971,-0.67,-1.825,-24.026,-6.71,0.635,-0.084,-40.815,-30.737,3.199,28.1297,0.2495,20.1759,-1.1265,1.2648,44.5704,1.0,-39.6571,0.5436,-4.5945,-1.0,-33.9211,0.1948,19.8275,20.46,0.0323,0.6002,-102.3,24.1192,1.5646,0.745,-26.4288,3.0279,121.4187,1.3166,-53.60045600000001,-5.6066394,-140.7843,-9.879368800000002,-23.982407000000002,-10.148256,-140.77603,-8.929664599999999,-22.990999,-2.3892803,-140.77603,-8.929664599999999,-22.990999,-76.162865,-140.77603,-8.929664599999999,-22.990999,-8.9330835,-140.77603,-8.929664599999999,-22.990999
3836,0,CHEMBL566112,-5.573,-0.16899999999999998,-0.542,-1.239,-5.573,-2.518,0.0,-1.514,-43.5,1.645,0.387,0.0,-54.139,-41.855,3.505,60.4383,0.0548,45.413,-4.3298,2.2705,78.9377,0.0,-77.5091,1.7632,-4.6869,0.0,-75.2498,0.8555,37.9058,42.444,0.9127,3.6255,-212.22,26.1948,0.3375,2.2684,-28.8006,0.0,236.3331,1.6915,-48.031815,-6.877677900000001,6.136609099999999,-10.22232,-37.584988,-14.615611,6.199708,-11.330165,-36.259521,-3.1446972,6.199708,-11.330165,-36.259521,-123.60777,6.199708,-11.330165,-36.259521,-11.313818,6.199708,-11.330165,-36.259521
3837,0,CHEMBL566284,-3.633,-0.081,-0.287,-0.7559999999999999,-3.633,-0.942,0.0,0.0,-40.666,-6.348,0.35100000000000003,-0.056,-54.659,-47.014,5.783,8.4571,1.3088,39.9883,-11.7414,-36.0942,64.6461,0.85,-64.0587,2.8287,-8.0733,-1.0,-55.19600000000001,0.3789,21.4433,28.09,2.4635,4.1832,-140.45,22.1076,2.4152,2.1572,-26.68,0.6076,192.1037,1.2912,-61.428925,-8.1226501,-165.77521000000002,-10.945293,-35.080967,-21.855059,-165.73398999999998,-15.687675,-34.301361,-5.042856700000001,-165.73398999999998,-15.687675,-34.301361,-94.113907,-165.73398999999998,-15.687675,-34.301361,-15.692855999999999,-165.73398999999998,-15.687675,-34.301361
3838,0,CHEMBL566298,-5.5470000000000015,-0.185,-0.575,-1.26,-5.5470000000000015,-2.324,-0.16,-0.708,-36.446,-6.996,0.603,-0.086,-60.382,-43.442,1.663,42.6239,5.756,37.2588,-15.6657,1.3027,57.0264,1.6988,-55.3522,1.7806,-7.3577,-1.8238,-47.4322,0.198,24.9874,26.092,0.2247,0.8799,-130.46,26.5233,0.3318,0.6794,-27.5345,1.1149,178.5541,1.0,-42.50972,-6.950219199999999,-334.78287,-11.642191,-37.184052,-7.3537974,-334.98098999999996,-12.620131,-36.27309,-4.587728500000001,-334.98096,-12.620131,-36.273109000000005,-58.304294999999996,-334.98093,-12.620131,-36.273075,-12.52704,-334.98098999999996,-12.620131,-36.273087
3839,0,CHEMBL566362,-5.5139999999999985,-0.16699999999999998,-0.536,-1.226,-5.5139999999999985,-2.6,-0.16,-0.944,-38.817,-3.123,0.7170000000000001,-0.117,-53.299,-41.94,7.667000000000002,20.6482,1.4416,43.4071,-16.5973,-23.8809,70.9335,0.8938,-72.7779,2.3619,-4.7756,-0.9172,-68.3257,0.2979,23.5953,28.764,0.6503,4.5184,-143.82,25.0192,1.0097,2.3951,-28.4239,0.986,195.6079,1.2639,-60.263767,-7.4826283,-138.00808999999998,-10.326327000000001,-42.547295,-14.404036999999999,-137.98723999999999,-12.019110000000001,-41.692978000000004,-4.2441015,-137.98723999999999,-12.019110000000001,-41.692978000000004,-88.666412,-137.98723999999999,-12.019110000000001,-41.692978000000004,-12.018117,-137.98723999999999,-12.019110000000001,-41.692978000000004
3840,0,CHEMBL56637,-5.766,-0.199,-0.611,-1.32,-5.766,-1.943,-0.247,-1.3230000000000002,-34.345,-6.355,0.434,-0.016,-59.61,-40.701,4.13,50.5729,0.0,37.1498,-2.932,2.4239,65.4212,0.0,-65.0587,0.82,-7.0031,0.0,-58.9013,0.2096,25.5316,27.62,1.2428,0.8456,-138.1,28.7341,1.4753,0.5103,-30.7197,0.9293,223.0685,1.5481,-50.87154,-6.7563758,-33.101433,-13.283729000000001,-34.176075,-14.607501999999998,-34.853455,-13.618792000000001,-36.728786,-3.1358685,-34.854752000000005,-13.618792000000001,-36.726490000000005,-78.651573,-34.851822,-13.618792000000001,-36.729003999999996,-14.223512,-34.853188,-13.618792000000001,-36.727108
3841,0,CHEMBL566414,-6.312,-0.218,-0.669,-1.445,-6.312,-3.174,-0.022,-1.288,-39.709,-1.5719999999999998,0.393,0.0,-59.9,-41.28100000000001,1.072,55.633,0.0,43.627,-1.4134,-2.9408,72.5338,0.0,-72.9136,0.3102,-9.2055,0.0,-65.9446,0.3292,27.2943,28.53,0.0495,1.1863,-142.65,25.8106,0.0885,0.975,-26.8741,0.9424,181.8821,1.185,-104.33464000000001,-6.636879400000001,-136.36591,-11.338981,-40.294025,-12.026484,-136.28589,-11.269058,-40.264969,-3.4998786,-136.28583,-11.269058,-40.265834999999996,-118.52486,-136.28613,-11.269058,-40.264679,-11.354834,-136.28697,-11.269058,-40.26445
3842,0,CHEMBL566415,-5.801,-0.2,-0.615,-1.328,-5.801,-2.6060000000000003,0.0,-1.268,-38.657,-2.131,0.389,-0.064,-57.288,-40.787,4.377,42.5104,2.0,30.1943,-1.544,0.5372,59.1966,1.0,-57.2048,0.6238,-6.0443,-1.0,-50.7835,0.2555,27.4408,28.436,0.1559,0.8393,-142.18,26.5532,0.1756,0.7192,-27.448,0.9597,188.815,1.3003,-82.34635899999999,-6.3526168,-127.04758999999999,-10.889584,-38.172581,-11.102648,-126.97022,-10.888302000000001,-38.660744,-2.6885016,-126.97023,-10.888302000000001,-38.660744,-113.89271000000001,-126.97021000000001,-10.888302000000001,-38.660759000000006,-10.873341,-126.97022,-10.888302000000001,-38.660748
3843,0,CHEMBL566460,-5.815,-0.208,-0.631,-1.342,-5.815,-2.94,-0.024,-1.193,-34.497,-4.606,0.8,-0.042,-54.459,-39.103,5.836,14.6508,0.0,38.31,-8.3747,-29.6508,67.1238,0.0,-70.1698,1.7176,-8.0627,0.0,-63.0404,0.134,29.6467,31.892,0.601,1.6443,-159.46,27.2468,0.1502,1.1545,-28.5515,0.758,218.9444,1.983,-65.421806,-6.1127958,32.69656,-10.510508999999999,-18.572319,-12.038502000000001,32.683243,-12.522871,-17.756854999999998,-2.5887091,32.683243,-12.522871,-17.756854999999998,-78.776321,32.683243,-12.522871,-17.756854999999998,-12.514142999999999,32.683243,-12.522871,-17.756854999999998
3844,0,CHEMBL566617,-5.799,-0.207,-0.629,-1.339,-5.799,-2.948,-0.019,-1.1909999999999998,-34.545,-4.518,0.804,-0.04,-54.532,-39.063,6.041,33.5235,0.2107,42.4784,-6.4159,-18.6791,71.8296,2.0,-67.25,1.1127,-3.1274,-1.0,-64.3682,0.3298,26.6499,28.84,0.7044,1.4857,-144.2,27.1118,0.7186,1.1488,-28.9792,0.9997,211.6078,1.7961,-66.95558199999999,-6.477417,27.455688000000002,-10.239321,-35.640869,-15.002156,27.424496,-11.483858,-35.904517999999996,-3.8150089,27.424496,-11.483858,-35.904517999999996,-92.196465,27.424496,-11.483858,-35.904517999999996,-11.486224,27.424496,-11.483858,-35.904517999999996
3845,0,CHEMBL56662,-4.716,-0.157,-0.488,-1.071,-4.716,-0.815,-0.4,-0.8140000000000001,-26.409,-10.454,0.433,-0.23,-56.45,-36.862,0.564,35.0614,0.3479,29.4015,-4.8577,-0.8558,55.4943,2.0,-51.1843,2.1447,-8.3061,-1.0,-43.424,0.3492,24.7176,27.48,1.2887,1.4737,-137.4,24.9874,1.4517,0.1854,-26.6246,1.7964,163.372,1.5508,-67.011909,-6.593594599999999,-123.98926999999999,-13.458089999999999,-33.936668,-12.202566000000001,-122.96155,-11.180114,-33.870876,-4.2802601,-122.96999,-11.180114,-33.869362,-123.66266999999999,-122.96283000000001,-11.180114,-33.871555,-11.3946,-122.96891000000001,-11.180114,-33.870509999999996
3846,0,CHEMBL566829,-4.97,-0.151,-0.483,-1.105,-4.97,-1.37,-0.2,-0.614,-31.606,-10.431,0.552,-0.194,-56.723,-42.037,5.272,35.1691,1.0713,33.922,-5.4872,-7.0578,66.2014,0.512,-66.1336,0.8153,-7.8091,-0.3926,-58.81100000000001,0.2926,20.5909,23.976,0.7141,2.6709,-119.88,18.6883,0.6878,1.6706,-21.0467,1.9954,127.974,2.3714,-98.423538,-6.8077011,20.197989,-13.111896,-41.345432,-12.951891,20.192648000000002,-12.074797,-40.970051,-4.7048402000000005,20.192648000000002,-12.074797,-40.970051,-103.08631,20.192648000000002,-12.074797,-40.970051,-12.070584,20.192648000000002,-12.074797,-40.970055
3847,0,CHEMBL566877,-6.21,-0.2,-0.629,-1.4,-6.21,-2.84,-0.117,-1.168,-45.105,-2.8510000000000004,0.7020000000000001,-0.103,-63.059,-47.957,4.607,49.88,0.0445,45.3625,-13.5934,1.0554,76.4442,0.88,-76.9089,1.6467,-4.6578,-1.723,-73.1487,0.3914,35.2801,37.6,0.8236,1.4963,-188.0,29.4157,0.976,0.5712,-30.9629,0.0,243.098,1.1561,-87.444,-7.2601547,25.397249,-10.818091,-38.962856,-17.085345999999998,25.394939,-10.945557,-38.160213,-3.3740370000000004,25.394935999999998,-10.945557,-38.160216999999996,-106.04096000000001,25.394938,-10.945557,-38.160216999999996,-10.924222,25.394935999999998,-10.945557,-38.160216999999996
3848,0,CHEMBL566968,-5.987,-0.181,-0.5820000000000001,-1.331,-5.987,-3.235,0.0,-0.716,-46.609,-0.062,0.304,0.0,-63.73,-46.67100000000001,2.177,44.9719,0.2181,37.1314,-2.8074,-3.4945,75.4007,0.8640000000000001,-75.9646,1.5523,-6.46,-1.0,-70.1767,0.2714,30.6493,32.19,0.018000000000000002,1.5227,-160.95,26.5823,0.3209,0.4461,-27.3494,0.0,213.2028,1.2013,-89.380707,-6.811208199999999,-82.680138,-11.140065,-41.657539,-14.125072,-82.598793,-11.193995,-41.262951,-3.1253037,-82.598793,-11.193995,-41.262951,-126.4516,-82.598793,-11.193995,-41.262951,-11.182953,-82.598793,-11.193995,-41.262951
3849,0,CHEMBL56700,-5.834,-0.201,-0.618,-1.336,-5.834,-2.633,-0.331,-1.115,-35.543,-4.869,0.8440000000000001,-0.091,-52.058,-40.413,13.873,11.2157,0.0,38.5491,-6.1936,-35.5957,61.3479,0.0,-62.4268,0.8448,-7.1770000000000005,0.0,-56.5448,0.4782,20.9359,22.554,0.3149,1.3032,-112.77,19.8508,0.1942,0.2344,-20.2794,1.653,156.7515,3.5397,-81.665909,-6.7436023,-397.14056,-12.406969,-44.388687,-9.719209699999999,-397.11255,-10.696766,-44.025139,-2.9345691,-397.11758,-10.696766,-44.027119,-113.49602,-397.11447000000004,-10.696766,-44.024727,-10.694087,-397.11395,-10.696766,-44.024895
3850,0,CHEMBL567241,-5.5939999999999985,-0.155,-0.513,-1.22,-5.5939999999999985,-2.799,0.0,-0.8540000000000001,-45.17,-1.0590000000000002,0.5329999999999999,-0.056,-59.213,-46.23,4.848,39.636,0.0,43.8823,-13.1176,-7.5847,82.2003,0.0,-81.0068,1.8647,-8.0674,0.0,-74.1086,0.1639,35.6429,37.812,0.129,2.0401,-189.06,28.2449,0.2007,0.9666,-29.4122,0.0,231.9033,1.2502,-57.245316,-8.0766621,26.57695,-10.761852000000001,-42.582679999999996,-19.187513,26.564766,-14.390845,-41.285121999999994,-4.1822862999999995,26.564766,-14.390845,-41.285121999999994,-135.82112,26.564766,-14.390845,-41.285121999999994,-14.407466000000001,26.564766,-14.390845,-41.285121999999994
3851,0,CHEMBL567430,-5.061,-0.149,-0.482,-1.118,-5.061,-2.583,0.0,-0.462,-41.483,-1.13,0.364,-0.136,-54.504,-42.614,2.128,50.8712,0.0,39.2534,-4.0432,0.941,62.1226,0.0,-63.0803,1.5118,-6.1062,-2.0,-56.3162,0.4453,40.1653,44.61600000000001,1.6097,2.8409,-223.08,25.7519,1.2581,1.5574,-28.5674,0.0,234.7486,1.7102,-57.787052,-6.8741574000000005,-11.974530999999999,-10.820451,-38.721577,-13.986047,-11.978354,-11.357642,-37.812809,-3.3751472999999996,-11.978354,-11.357642,-37.812809,-119.31693999999999,-11.978354,-11.357642,-37.812809,-11.307346,-11.978354,-11.357642,-37.812809
3852,0,CHEMBL567603,-5.569,-0.192,-0.59,-1.275,-5.569,-1.409,-0.416,-1.284,-32.832,-7.581,0.45,-0.132,-58.05,-40.413,3.748,52.4988,0.7836,44.2728,-9.7165,0.5566,70.8233,0.672,-71.0187,1.2904,-10.3509,-0.8841,-60.643,0.4622,31.5674,36.31,3.6126,1.13,-181.55,30.4921,3.2981,0.6665,-34.4566,0.9771,241.6501,1.0,-49.890213,-7.0017438,-305.66531000000003,-11.087842,-43.184933,-10.611997,-305.68411000000003,-11.949152999999999,-42.461044,-3.4257263999999994,-305.68411000000003,-11.949152999999999,-42.461044,-65.79128299999999,-305.68411000000003,-11.949152999999999,-42.461044,-11.955299,-305.68411000000003,-11.949152999999999,-42.461044
3853,0,CHEMBL56782,-6.886,-0.237,-0.73,-1.577,-6.886,-2.575,0.0,-0.8059999999999999,-36.564,-20.783,1.514,-0.07400000000000001,-76.05,-57.346,10.058,47.3991,0.0,41.374,-5.1219,-4.3682,77.5479,0.0143,-78.8854,0.7562,-7.6512,-2.9747,-70.9396,0.2943,33.0994,33.67,0.08199999999999999,0.4886,-168.35,27.7797,0.0918,0.29,-28.1615,1.8288,222.4262,3.6916,-82.855675,-7.5034113,45.984188,-11.107166000000001,-42.896029999999996,-16.66013,45.856583,-11.965486,-41.998352000000004,-4.8093424,45.856578999999996,-11.965486,-41.998352000000004,-128.04111,45.856578999999996,-11.965486,-41.998352000000004,-11.928094999999999,45.856583,-11.965486,-41.998352000000004
3854,0,CHEMBL567886,-4.902,-0.14,-0.458,-1.0759999999999998,-4.902,-2.333,0.0,-0.906,-41.664,-0.303,0.565,-0.099,-53.793,-41.966,2.322,39.4042,0.0,41.3204,-17.3894,-0.022,79.181,0.0,-77.2111,2.9407,-6.6312,0.0,-72.6866,0.2096,27.9678,30.868,0.1647,2.7355,-154.34,32.0653,0.1651,1.3557,-33.5861,1.7990000000000002,215.9801,1.2391,-53.039742000000004,-7.8691573,-40.181675,-11.102203999999999,-43.561817,-14.809916000000001,-40.080490000000005,-12.477474,-42.7495,-4.5525894000000005,-40.080486,-12.477474,-42.749503999999995,-107.18056000000001,-40.080490000000005,-12.477474,-42.7495,-12.455250999999999,-40.080486,-12.477474,-42.7495
3855,0,CHEMBL568101,-4.967,-0.131,-0.439,-1.071,-4.967,-2.776,0.0,-0.092,-43.227,-2.447,0.5579999999999999,-0.129,-54.505,-45.674,8.863,-0.18600000000000005,0.2163,35.2076,-13.1167,-35.6961,59.738,1.0,-62.1794,2.2458,-10.125,-1.0,-52.6468,0.3512,19.0904,24.784,3.1057,2.5879,-123.92,23.3424,2.4714,0.9009,-26.7147,0.0,209.0858,1.2611,-93.97821,-7.9978112999999995,-67.777168,-10.350238000000001,-47.716846000000004,-17.945255,-67.928589,-12.794463,-46.320702000000004,-4.1150532,-67.928589,-12.794463,-46.320702000000004,-120.18937,-67.928589,-12.794463,-46.320702000000004,-12.716547,-67.928589,-12.794463,-46.320702000000004
3856,0,CHEMBL568483,-4.029,-0.119,-0.384,-0.89,-4.029,-1.443,-0.16,-0.025,-39.68,-5.9510000000000005,0.579,-0.104,-54.291,-45.631,8.312000000000001,8.3192,6.9629,30.3907,-14.7167,-25.7142,61.2501,1.7080000000000002,-57.2341,2.0812,-1.7979,-2.5545,-54.1257,0.4914,29.4719,36.98,3.5746,3.9335,-184.9,26.807,3.5749,2.3916,-32.7736,0.6657,256.5628,1.9327,-91.20229300000001,-8.206955,-61.099491,-9.8174992,-48.577801,-16.627975,-61.13610799999999,-13.728241,-47.772362,-4.1174207,-61.13610799999999,-13.728241,-47.772362,-139.00278,-61.13610799999999,-13.728241,-47.772362,-13.70594,-61.13610799999999,-13.728241,-47.772362
3857,0,CHEMBL568874,-3.82,-0.095,-0.327,-0.815,-3.82,-1.509,-0.101,-0.147,-37.486,-4.1530000000000005,0.504,-0.069,-45.118,-41.63800000000001,13.008,46.1109,0.1082,47.5354,-15.1747,-4.1837,96.9076,0.0,-99.5547,2.5787,-7.9292,-1.0,-92.5612,0.4063,26.8478,34.556,3.1736,4.5346,-172.78,28.8923,3.4935,2.4864,-34.8722,0.0,273.0953,1.0,-72.977425,-7.2680893,8.854369199999999,-11.871673,-41.320713,-11.716853,8.9131289,-11.181625,-40.884040999999996,-3.5564501,8.913127900000001,-11.181625,-40.884037,-88.982101,8.9131289,-11.181625,-40.884040999999996,-11.158627000000001,8.9131289,-11.181625,-40.884040999999996
3858,0,CHEMBL568937,-3.742,-0.107,-0.35,-0.821,-3.742,-1.36,-0.32,-0.08199999999999999,-36.668,-4.699,0.598,-0.04,-47.99,-41.367,8.019,43.6475,0.7268,45.5811,-16.9923,-2.7609,83.3894,2.0,-82.0724,2.7924,-8.2535,-3.0,-72.0673,0.1856,30.1438,36.1,3.6364,2.3197,-180.5,29.9041,3.6732,1.2691,-34.8465,0.9891,264.4115,1.9037,-65.411224,-7.029620599999999,-55.106812,-11.410159,-34.745895000000004,-12.174946,-55.03825,-11.468485000000001,-33.999084,-2.9599558999999998,-55.03825,-11.468485000000001,-33.999084,-89.15999599999999,-55.03825,-11.468485000000001,-33.999084,-11.488659,-55.03825,-11.468485000000001,-33.999084
3859,0,CHEMBL568960,-5.059,-0.141,-0.464,-1.104,-5.059,-2.36,0.0,-0.701,-38.753,-2.445,0.328,-0.022,-54.646,-41.198,1.484,45.1526,0.3682,34.0918,-5.1242,3.0324,66.8081,0.0273,-67.9259,1.6287,-7.4474,-1.8603,-59.7712,0.1438,24.313,25.802,0.1958,1.2931,-129.01,23.8649,0.2018,0.0591,-24.1258,0.9673,167.7537,1.6454,-67.95111800000001,-6.796614599999999,-45.713974,-10.792529,-38.568405,-11.377848,-45.556526,-11.70882,-37.591503,-4.0885286,-45.55653,-11.70882,-37.591503,-110.77232,-45.556526,-11.70882,-37.591503,-11.685564,-45.556526,-11.70882,-37.591503
3860,0,CHEMBL569003,-5.817,-0.17600000000000002,-0.565,-1.294,-5.817,-2.906,-0.212,-0.6920000000000001,-37.616,-4.543,0.607,-0.05,-56.033,-42.159,11.773,-4.5185,0.0,35.9188,-8.15,-45.7568,81.9199,0.0,-83.7544,1.4697,-5.8908,0.0,-78.4469,0.0,27.9522,33.828,1.8262,4.0496,-169.14,31.3079,1.5479,3.6181,-36.474,0.9774,276.9415,1.8253,-84.621078,-7.211309,73.255325,-12.398021,-40.023514,-17.126797,73.207832,-12.650478,-38.586292,-4.4015379,73.207832,-12.650478,-38.586285,-102.18507,73.207832,-12.650478,-38.586288,-12.651686,73.207832,-12.650478,-38.586288
3861,0,CHEMBL569322,-5.845,-0.177,-0.568,-1.3,-5.845,-3.64,0.0,-0.589,-39.094,-1.632,0.602,-0.018000000000000002,-58.749,-40.727,7.923999999999999,20.9528,0.0,37.8892,-7.7153,-23.4295,76.7404,0.0,-80.0708,2.2995,-3.5933,0.0,-78.1316,0.2008,29.3728,31.258000000000006,0.1602,1.725,-156.29,28.5896,0.1677,1.012,-29.7694,0.0272,254.3617,2.1726,-54.202006999999995,-7.3549933,58.379105,-13.317891,-43.003811,-18.292416,58.566887,-11.727086,-41.851917,-5.0473795,58.566887,-11.727086,-41.851917,-102.88651,58.566887,-11.727086,-41.851917,-11.720578999999999,58.566887,-11.727086,-41.851917
3862,0,CHEMBL569446,-4.434,-0.106,-0.3670000000000001,-0.936,-4.434,-1.953,-0.249,-0.5710000000000001,-38.994,-0.519,0.398,-0.032,-47.753,-39.51300000000001,7.692,21.0655,0.0,37.8791,-3.3818,-27.6365,59.13,0.016,-60.2598,0.8452,1.7313,0.8866,-72.3591,8.729,18.836,23.448,3.5723,1.0397,-117.24,22.9811,4.168,0.611,-27.7601,1.9886,203.1324,3.1752,-106.57706,-8.5966902,-119.68316999999999,-11.456939,-47.840374,-18.639132,-119.73692,-14.861351999999998,-47.415432,-6.303691400000001,-119.73768999999999,-14.861351999999998,-47.413307,-152.06131000000002,-119.73772,-14.861351999999998,-47.413277,-14.890170999999999,-119.73766,-14.861351999999998,-47.413321999999994
3863,0,CHEMBL56948,-5.949,-0.161,-0.536,-1.29,-5.949,-3.526,-0.018000000000000002,-0.355,-45.835,-2.124,0.585,-0.026,-64.116,-47.959,2.547,27.5908,1.6847,49.2059,-44.8525,3.1005,91.9036,1.0,-88.4003,2.2197,-2.119,-2.0,-86.5896,0.6163,35.5272,38.982,0.9306,2.5242,-194.91,34.7084,0.8077,0.6023,-36.1184,0.9728,273.6814,1.8092,-108.22796000000001,-7.2583981,72.463882,-10.737921,-38.960148,-14.559251999999999,71.775253,-10.892527000000001,-38.100151000000004,-5.2875152000000005,71.771996,-10.892527000000001,-38.104477,-118.84248000000001,71.770027,-10.892527000000001,-38.113377,-10.763167999999999,71.769577,-10.892527000000001,-38.101799
3864,0,CHEMBL569869,-4.617,-0.14400000000000002,-0.458,-1.034,-4.617,-2.46,0.0,-0.6559999999999999,-35.342,-2.649,0.748,-0.085,-49.71100000000001,-37.992,3.67,8.7004,0.6316,39.8888,-21.3456,-25.4327,74.4779,1.3119999999999998,-73.568,3.051,-8.646,-1.5059,-64.578,0.2405,28.6024,32.672,0.1727,3.8969,-163.36,26.8509,0.0412,2.8331,-29.7252,2.9641,166.9798,2.0279,-80.813354,-7.9841995,-53.647583,-10.340422,-47.929054,-16.683929,-53.517288,-13.129920000000002,-47.06485,-3.8508294000000003,-53.517529,-13.129920000000002,-47.064899,-124.49774,-53.517483,-13.129920000000002,-47.064873,-13.130444,-53.517452,-13.129920000000002,-47.064766
3865,0,CHEMBL569957,-5.3679999999999986,-0.163,-0.522,-1.194,-5.3679999999999986,-1.812,-0.098,-1.426,-38.447,-4.174,0.565,-0.048,-55.652,-42.621,3.188,34.6329,0.0,33.3344,-7.6842,-3.5177,61.3393,0.6334,-60.6609,1.0848,-6.6386,-1.0,-55.5539,0.2586,17.7264,20.902,1.9326,1.243,-104.51,20.5623,1.9395,0.6457,-23.1475,1.9456,135.7168,1.8397,-83.73183399999999,-6.7309866,-36.33213,-10.097142,-33.449467,-9.440911300000002,-37.598316,-10.365289,-32.941456,-3.1932082000000004,-37.597854999999996,-10.365289,-32.938251,-97.169525,-37.595428000000005,-10.365289,-32.941116,-10.151137,-37.59507,-10.365289,-32.941284
3866,0,CHEMBL57002,-7.4620000000000015,-0.241,-0.7559999999999999,-1.683,-7.4620000000000015,-3.197,-0.4,-1.626,-37.969,-4.578,0.365,-0.018000000000000002,-69.617,-42.547,7.107,27.0249,0.0832,23.0466,-5.063,0.3155,56.9527,1.0,-56.0925,3.315,-6.5063,-2.7665,-49.4511,0.3644,20.6468,25.854,1.9853,3.2218,-129.27,22.9805,2.8902,0.8831,-26.7538,1.7397,163.3826,1.4268,-80.92971,-6.842852099999999,100.89694,-11.443975,-39.535171999999996,-14.535364000000001,100.91415,-10.855519000000001,-37.502155,-4.076097,100.91416,-10.855519000000001,-37.502159000000006,-135.52379,100.91415,-10.855519000000001,-37.502159000000006,-10.763316,100.91416,-10.855519000000001,-37.502159000000006
3867,0,CHEMBL570111,-4.575,-0.127,-0.42,-0.998,-4.575,-2.707,-0.076,-0.154,-40.525,-1.052,0.5670000000000001,-0.021,-50.532,-41.577,8.275,7.2979,0.6404,25.0362,-14.3905,-13.3769,72.6185,1.75,-66.9436,1.4847,-3.4092,-4.0,-61.8288,0.3384,24.4606,30.222,3.3873,2.3741,-151.11,27.1284,2.8619,1.2536,-31.244,1.9593,205.513,1.8848,-94.08802800000001,-7.905170399999999,-50.849503000000006,-12.307521000000001,-43.995045000000005,-15.247888,-50.858582,-13.775938,-43.444717,-4.2507224,-50.858582,-13.775938,-43.444717,-116.24283999999999,-50.858582,-13.775938,-43.444717,-13.794163000000001,-50.858582,-13.775938,-43.444717
3868,0,CHEMBL570229,-6.63,-0.255,-0.755,-1.557,-6.63,-2.583,-0.29,-1.419,-31.075,-7.779,0.483,-0.1,-53.06,-38.854,5.977,44.6982,0.3324,36.4055,-5.5738,-0.1181,69.3941,1.0,-64.6537,0.6315,-5.971,-2.0,-58.37,0.3421,23.84,26.16,1.4259,0.8941,-130.8,26.7112,1.5011,0.9201,-29.1325,1.8041,172.5363,1.0,-76.842567,-6.1389475,-113.29205,-10.063416,-32.978168,-9.9707565,-113.21508,-9.3578148,-31.832546,-3.2708814,-113.21658000000001,-9.3578148,-31.832224,-103.35771,-113.21663000000001,-9.3578148,-31.834234000000002,-9.7665291,-113.21915,-9.3578148,-31.834647999999998
3869,0,CHEMBL570366,-5.8889999999999985,-0.184,-0.584,-1.319,-5.8889999999999985,-2.687,-0.188,-0.927,-40.917,-5.2639999999999985,0.754,-0.005,-57.316,-46.181,13.644,34.8812,2.9137,38.3403,-20.5189,-0.2316,73.6525,2.384,-70.455,3.2796,-9.8354,-3.0288,-58.4045,0.2367,22.4303,26.648000000000003,1.7301,2.4876,-133.24,31.7459,2.0187,1.644,-35.4086,3.9248,200.2456,2.5816,-66.959724,-7.8148952000000005,-57.951637,-11.441131,-48.063534000000004,-16.453978,-57.782825,-12.404738,-47.604366,-3.7797279,-57.782825,-12.404738,-47.604366,-130.94218,-57.782825,-12.404738,-47.604366,-12.408887,-57.782825,-12.404738,-47.604366
3870,0,CHEMBL570367,-6.432,-0.207,-0.652,-1.4509999999999998,-6.432,-3.026,-0.32,-0.984,-37.886,-6.769,0.8079999999999999,0.0,-61.011,-44.655,5.533,26.3187,0.8449,41.6805,-8.5987,-23.2382,65.2866,0.88,-65.0718,1.4783,-8.5738,-1.6485,-56.6313,0.192,31.3708,34.22,0.4916,2.3576,-171.1,26.6572,0.4953,1.665,-28.8176,1.4268,201.581,1.9581,-60.66302099999999,-7.5456786,-56.68934599999999,-10.673311,-43.933044,-16.743622,-56.683563,-11.407386,-43.086090000000006,-3.1670978,-56.683563,-11.407386,-43.086090000000006,-119.73898,-56.683563,-11.407386,-43.086090000000006,-11.404805999999999,-56.683563,-11.407386,-43.086090000000006
