number,name,Label,E_place,S,E_conf,E_score1,E_refine,S(2),E_conf(2),E_score1(2),E_refine(2),S(3),E_conf(3),E_score1(3),E_refine(3),S(4),E_conf(4),E_score1(4),E_refine(4),S(5),E_conf(5),E_score1(5),Goldscore.Fitness,Goldscore.External.HBond,Goldscore.External.Vdw,Goldscore.Internal.Torsion,Goldscore.Internal.Vdw,PLP.Fitness,PLP.Chemscore.Hbond,PLP.PLP,PLP.ligand.torsion,PLP.part.buried,PLP.part.hbond,PLP.part.nonpolar,PLP.part.repulsive,ASP.Fitness,ASP.ASP,ASP.DEClash,ASP.DEInternal,ASP.Map,Chemscore.Fitness,Chemscore.DEClash,Chemscore.DEInternal,Chemscore.DG,Chemscore.Hbond,Chemscore.Lipo,Chemscore.Rot,docking score,glide ligand efficiency,glide ligand efficiency sa,glide ligand efficiency ln,glide gscore,glide lipo,glide hbond,glide rewards,glide evdw,glide ecoul,glide erotb,glide esite,glide emodel,glide energy,glide einternal
6783,ZINC64173460,0,-78.8451,-5.7437072,-3.0590951,-10.738089,-29.689224,-96.189415,-3.0612667,-10.738089,-29.681225,-18.310972,-3.0591328,-10.738089,-29.690624,-7.178443,-3.0688698,-10.687171,-30.887323,-10.748788,-3.0604789,-10.759396,7.6459,6.592,31.8747,-5.8942,-36.8796,67.1538,1.6218,-62.4226,2.1605,-0.673,-2,-62.9343,0.0875,26.066,33.504,4.5381,2.8999,-167.52,30.1883,4.4192,0.4751,-35.0826,0.8886,249.5279,1,-6.25,-0.195,-0.62,-1.4,-6.25,-3.168,-0.124,-0.395,-45.513,-5.165,0.494,-0.006,-69.946,-50.678,6.528
6784,ZINC64175311,0,-84.074158,-5.5859599,-60.869068,-12.187764,-35.83075,-134.02644,-60.870018,-12.187764,-35.831142,-19.047283,-60.866528,-12.187764,-35.829514,-8.0205612,-60.834129,-11.213786,-35.019711,-12.208323,-60.870037,-12.213758,46.0549,2.186,41.5229,-12.1534,-1.0716,75.5089,0.715,-75.8942,3.0044,-6.1613,-0.9423,-70.7529,0.0209,27.4373,31.792,0.0865,4.2682,-158.96,30.3341,0.8804,0.9471,-32.1617,1.2846,231.1461,1.8176,-5.969,-0.176,-0.569,-1.319,-5.969,-3.253,0,-0.311,-49.879,-4.861,0.818,0,-73.228,-54.74,11.04
6785,ZINC64182135,0,-87.817474,-4.727819,81.208008,-11.4098,-40.224815,-92.129677,81.208023,-11.4098,-40.226002,-16.119675,81.20752,-11.4098,-40.224751,-7.5086474,81.17424,-10.116233,-40.970863,-11.453317,81.214127,-11.428378,14.3219,0.1931,36.6397,-11.5372,-24.7136,64.0978,1,-64.9673,2.9962,-4.9651,-1,-61.0888,0.3639,25.367,29.58,1.7977,2.4153,-147.9,31.7975,2.0531,1.0163,-34.867,1.8645,229.776,1.4548,-5.231,-0.174,-0.542,-1.189,-5.231,-2.053,0,-0.838,-36.138,-6.533,0.502,-0.055,-58.121,-42.671,5.929
6786,ZINC64202523,0,-67.17572,-5.3350873,-142.84816,-10.344708,-40.715263,-112.71178,-142.84946,-10.344708,-40.713787,-19.302853,-142.84839,-10.344708,-40.714729,-7.8422985,-142.87807,-10.432038,-41.720165,-10.365829,-142.85074,-10.377742,38.7659,0,33.1609,-4.6016,-2.2288,61.4828,0,-62.8344,0.7946,-6.9234,-0.5762,-56.674,0.1436,24.0578,25.47,0.9323,0.4799,-127.35,25.2091,1.5503,0.4771,-27.2366,1.9911,166.9048,1.7272,-5.043,-0.202,-0.59,-1.195,-5.043,-1.748,-0.279,-1.288,-28.755,-6.254,0.673,-0.025,-45.022,-35.009,6.771
6787,ZINC64212713,0,-66.908852,-4.0956721,35.588322,-10.03469,-30.426409,-79.902008,35.588684,-10.03469,-30.425341,-14.484835,35.588139,-10.03469,-30.425512,-6.7746186,35.519249,-9.8336363,-30.816,-10.062692,35.587612,-10.052187,37.2202,1.0747,32.9334,-4.8046,-4.3333,63.253,0.864,-64.8216,2.2671,-2.6638,-3.4803,-60.0495,0.2562,23.8058,25.868,0.3879,1.6743,-129.34,28.5206,1.1446,1.4249,-31.0901,1.9604,205.1942,1.9318,-6.68,-0.23,-0.708,-1.53,-6.68,-2.839,-0.16,-1.196,-39.495,-7.315,0.695,-0.108,-69.315,-46.81,5.924
6788,ZINC64213307,0,-104.16941,-5.4157495,-1.7002708,-10.408308,-42.910686,-92.398087,-1.7002602,-10.408308,-42.91087,-16.38258,-1.6998054,-10.408308,-42.910744,-7.5991015,-1.6948678,-10.25662,-43.298775,-10.438004,-1.6995472,-10.434669,24.6905,1.0611,36.3955,-3.5333,-22.8812,70.2951,1,-69.4339,1.2619,-10.8554,-1,-60.0317,0.3591,25.0236,28.478,1.4904,1.964,-142.39,26.3739,1.703,1.7011,-29.778,2.8804,166.8763,1.8934,-5.293,-0.171,-0.536,-1.194,-5.293,-2.782,-0.052,-0.356,-42.057,-3.417,0.572,-0.06,-58.689,-45.475,4.691
6789,ZINC64215582,0,-48.415195,-6.5230579,-31.209175,-12.593114,-40.803772,-142.36679,-31.208918,-12.593114,-40.804794,-21.575943,-31.208858,-12.593114,-40.80394,-8.5209627,-30.90872,-9.4885559,-41.400875,-12.630415,-31.208488,-12.626153,-21.2726,0,44.0901,-7.3712,-74.5253,81.2426,0,-89.1883,1.5688,-8.7565,0,-82.4271,0.1641,33.924,36.686,0.9413,1.8207,-183.43,37.1921,0.3909,0.1975,-37.7805,1.8118,257.6915,1.5237,-6.742,-0.204,-0.655,-1.499,-6.742,-3.223,-0.16,-0.419,-43.431,-9.176,0.726,-0.118,-76.283,-52.607,1.966
6790,ZINC64249564,0,-94.595421,-5.7982745,25.138182,-10.818817,-31.045198,-124.60759,25.138676,-10.818817,-31.04468,-19.939054,25.138123,-10.818817,-31.045095,-6.9605794,25.117575,-9.9534302,-32.389194,-10.847021,25.140474,-10.845333,-28.5357,0.1676,33.9,-2.1707,-73.1452,65.6994,0,-67.124,0.8579,-7.567,-1,-60.338,0.2038,34.2946,39.264,4.1786,0.7908,-196.32,31.2712,2.9872,0.5702,-34.8286,0,282.5316,1.4483,-6.321,-0.253,-0.739,-1.498,-6.321,-3.264,-0.16,-1.047,-38.551,-2.806,0.61,-0.112,-57.772,-41.357,1.291
6791,ZINC64256080,0,-80.371582,-3.9165535,-21.901972,-10.298485,-32.48214,-89.537605,-21.90073,-10.298485,-32.485481,-14.144968,-21.900352,-10.298485,-32.485329,-7.1858859,-22.046003,-10.223121,-33.165749,-10.306701,-21.901331,-10.316328,22.0496,6.7823,24.6063,-5.4143,-13.1521,57.4305,2,-52.1754,0.482,-5.5158,-2.2697,-45.9579,0.0397,18.6783,22.154,1.8607,1.615,-110.77,23.2526,1.6931,1.3653,-26.311,1.8972,165.7278,1.9124,-6.404,-0.246,-0.73,-1.504,-6.404,-2.545,-0.416,-1.115,-34.774,-10.22,1.167,-0.224,-67.616,-44.994,4.371
6792,ZINC64269256,0,-76.43309,-4.8386412,81.602333,-12.405907,-25.235613,-121.62862,81.605164,-12.405907,-25.235043,-20.649988,81.602287,-12.405907,-25.235636,-7.1778321,81.593849,-9.7035217,-25.983513,-12.439276,81.602928,-12.439499,21.2715,0,27.5788,-4.4011,-12.2482,50.6845,0,-53.4848,0.9399,-2.2936,-0.0753,-51.8779,0.2406,25.598,31.724,0.0544,6.0716,-158.62,23.8477,0.115,4.0959,-28.0585,0.9498,194.6704,1.3165,-5.485,-0.196,-0.595,-1.266,-5.485,-2.613,-0.001,-0.93,-40.158,-4.171,0.747,-0.054,-57.333,-44.329,8.072
6793,ZINC64337909,0,-70.380516,-5.2332044,-25.921947,-11.49194,-25.783268,-125.4025,-25.917917,-11.49194,-25.788776,-15.828712,-25.918011,-11.49194,-25.788652,-7.5149884,-25.89513,-10.319855,-26.337143,-11.482428,-25.918098,-11.484629,29.6548,0.4607,37.3861,-9.6915,-12.5204,64.5179,1.592,-62.2952,1.8192,-6.9831,-1.9975,-54.6665,0.3496,21.4261,23.518,0.2289,1.8631,-117.59,27.4344,0.9068,1.2477,-29.589,2.8735,158.2896,1.5658,-5.058,-0.195,-0.576,-1.188,-5.058,-2.315,0,-0.666,-36.573,-4.833,0.573,-0.096,-55.965,-41.406,5.909
6794,ZINC64338070,0,-70.575523,-4.8139148,23.229837,-10.586599,-41.008194,-92.229637,23.225243,-10.586599,-41.005589,-16.365595,23.233965,-10.586599,-41.011459,-7.3816085,23.548935,-8.9685574,-42.003811,-10.580099,23.241245,-10.587742,21.2935,0,26.8289,-12.5299,-3.0663,56.0813,0,-58.6677,2.4653,-6.0957,-0.5107,-53.3823,0.3141,28.8379,31.974,0.0391,3.097,-159.87,22.6994,0.1848,1.5298,-24.414,0,195.4845,1.5382,-4.639,-0.141,-0.451,-1.032,-4.639,-2.011,0,-0.215,-37.529,-5.534,0.449,-0.155,-51.431,-43.063,8.548
6795,ZINC64343426,0,-86.030403,-6.3737516,-56.910423,-11.218957,-28.899691,-110.93639,-56.909969,-11.218957,-28.903847,-20.725811,-56.9119,-11.218957,-28.898848,-7.3609424,-56.867611,-9.4245605,-29.873924,-11.1994,-56.909611,-11.218729,-6.393,0,33.4052,-1.4554,-50.8698,67.0918,0,-67.4573,0.2649,-7.551,0,-61.7499,0.2013,17.8234,20.652,0.5326,2.296,-103.26,30.3201,0.5295,1.7227,-32.5723,1.9784,205.9673,1.4116,-5.466,-0.202,-0.607,-1.272,-5.466,-1.904,0,-1.459,-38.439,-4.48,0.526,-0.035,-57.11,-42.919,5.944
6796,ZINC64349262,0,-83.260635,-5.8216066,28.918026,-11.451272,-34.091846,-106.54646,28.921892,-11.451272,-34.097366,-19.899662,28.919725,-11.451272,-34.092747,-7.5395703,28.938053,-10.457953,-35.281815,-11.453691,28.919643,-11.451902,20.5772,6,29.4282,-7.9318,-17.9547,60.2832,0.928,-58.2174,1.5163,-6.1978,-1,-51.8318,0.0848,24.4423,26.784,0.0689,2.2728,-133.92,27.8348,0.0568,0.3248,-28.2163,0,224.9308,1.3987,-6.691,-0.257,-0.762,-1.571,-6.691,-3.178,-0.22,-1.121,-32.502,-7.512,0.618,-0.037,-58.782,-40.014,7.63
6797,ZINC64391684,0,-70.922157,-4.4582267,-124.03971,-10.587775,-33.869034,-71.692642,-124.02977,-10.587775,-33.882355,-12.933138,-124.02846,-10.587775,-33.882217,-6.8976474,-124.00975,-11.415055,-34.68087,-10.600696,-124.02905,-10.587396,-26.3251,1.1717,22.9166,-6.9676,-52.0396,53.1637,1,-51.1342,0.512,-0.8143,-1,-49.9203,0.1488,22.4666,27.626,2.8248,2.3346,-138.13,25.796,1.8989,1.4311,-29.1259,0,234.8073,1.4947,-5.06,-0.149,-0.482,-1.118,-5.06,-1.773,-0.346,-0.132,-33.876,-10.2,0.439,-0.024,-59.208,-44.076,1.993
6798,ZINC64391766,0,-93.319283,-4.812921,-72.18647,-10.476612,-33.238747,-89.949524,-72.188255,-10.476612,-33.23735,-18.298891,-72.187332,-10.476612,-33.234726,-6.9143858,-72.170891,-9.3429909,-34.669701,-10.45687,-72.188049,-10.476667,13.1176,0.9788,39.7737,-2.9612,-39.5888,61.745,1,-59.5015,0.3964,-6.3307,-2,-52.1565,0.3185,20.2598,20.954,0.1771,0.5172,-104.77,28.2524,0.6659,0.3288,-29.2471,1.6396,187.5037,1.4246,-4.903,-0.158,-0.497,-1.106,-4.903,-2.413,0,-0.579,-35.364,-4.094,0.508,-0.037,-52.215,-39.458,2.933
6799,ZINC64395744,0,-71.839897,-5.4867644,-81.773842,-11.066418,-28.092205,-96.37941,-81.773903,-11.066418,-28.092636,-15.673461,-81.774338,-11.066418,-28.092218,-6.5698643,-81.798027,-10.473616,-28.921492,-11.074136,-81.774101,-11.067279,37.7121,0,32.0855,-2.8757,-3.5297,67.8373,0,-70.3157,1.3031,-4.8798,-0.2336,-66.5684,0.1313,31.6814,31.824,0.017,0.1256,-159.12,30.6492,0.8357,0.1452,-31.6301,1.957,201.9756,1.5693,-5.609,-0.193,-0.594,-1.284,-5.609,-2.573,-0.046,-1.009,-40.769,-2.371,0.529,-0.116,-57.406,-43.14,2.399
6800,ZINC64395755,0,-93.833237,-6.5230513,-10.335196,-12.586604,-36.706394,-126.41294,-10.334963,-12.586604,-36.706429,-19.620152,-10.335167,-12.586604,-36.706429,-8.0689058,-10.312701,-11.36279,-37.172596,-12.573204,-10.33549,-12.58336,35.6542,1.5737,39.7506,-4.6212,-15.9553,65.4594,1,-63.2055,1.6465,-5.1168,-1,-58.6594,0.851,30.985,37.22,3.6682,2.5668,-186.1,29.1613,4.7654,1.5857,-35.5125,0.9512,269.407,1.8223,-6.744,-0.198,-0.643,-1.49,-6.744,-3.038,-0.16,-0.699,-42.207,-8.056,0.659,-0.186,-70.677,-50.264,9.289
6801,ZINC64439071,0,-48.631004,-4.5142798,-117.39473,-10.453032,-26.806738,-75.554977,-117.39458,-10.453032,-26.809889,-15.447129,-117.39168,-10.453032,-26.812487,-6.7101021,-117.47324,-10.81202,-27.483961,-10.469137,-117.39468,-10.446233,41.2014,0,36.161,-3.1134,-5.4066,58.7327,0,-59.5027,0.3938,-8.0226,-1.1017,-52.1001,0.4756,25.9547,27.492,0.6046,0.9327,-137.46,30.8885,0.1861,0.9095,-31.9841,1.744,208.0833,1.4323,-7.091,-0.236,-0.734,-1.611,-7.091,-1.835,-0.48,-0.857,-39.907,-14.278,0.45,-0.231,-78.041,-54.185,10.393
6802,ZINC64452615,0,-71.712273,-4.8030934,127.85062,-11.292217,-33.555107,-75.378731,127.85052,-11.292217,-33.554081,-17.732485,127.85059,-11.292217,-33.554886,-7.2632399,127.73215,-11.043853,-34.398735,-11.294972,127.84975,-11.291684,-7.0762,0,36.2027,-4.2559,-52.599,63.5309,0,-63.7491,2.1394,-6.437,-0.8547,-56.2253,0.1126,17.1991,21.806,2.2266,2.3802,-109.03,28.9425,1.8462,0.2667,-31.0555,1.8852,186.6558,1,-4.749,-0.158,-0.492,-1.079,-4.749,-1.522,0,-0.248,-41.855,-6.814,0.375,-0.239,-63.7,-48.669,3.506
6803,ZINC64479925,0,-66.051529,-5.6436033,0.86226285,-12.572629,-27.620234,-120.67964,0.86366832,-12.572629,-27.620218,-19.964893,0.86119437,-12.572629,-27.619371,-7.5719786,1.0489839,-10.862628,-29.356197,-12.515274,0.86314321,-12.569105,37.379,0,36.9974,-8.1971,-5.2953,63.1963,0,-61.4788,1.1002,-4.6523,-0.9525,-56.4465,0.2627,21.4169,23.494,0.7801,1.2971,-117.47,23.0386,0.9518,0.1226,-24.113,0.5835,185.3733,1.9549,-6.549,-0.218,-0.678,-1.488,-6.549,-2.436,-0.227,-1.395,-36.722,-7.489,0.506,-0.038,-61.397,-44.211,8.394
6805,ZINC64480130,0,-91.640198,-4.6048713,-79.370323,-9.1261683,-38.399403,-71.54435,-79.370033,-9.1261683,-38.397964,-15.148491,-79.372398,-9.1261683,-38.397335,-7.0349116,-79.413559,-9.0364265,-40.300205,-8.9222813,-79.369423,-8.9983416,40.376,0,35.7448,-5.755,-3.0181,63.8836,0.0065,-66.0174,1.1552,-1.7294,-1.899,-64.7118,0.2581,27.1645,28.488,0.2386,1.0849,-142.44,21.0804,0.0273,0.7585,-21.8662,0,192.7728,2.4095,-4.694,-0.142,-0.456,-1.044,-4.694,-1.4,-0.216,-0.542,-37.971,-7.366,0.586,-0.118,-60.89,-45.338,3.458
6806,ZINC64490997,0,-74.726837,-5.2376618,-97.58036,-11.182303,-33.633503,-95.959328,-97.580574,-11.182303,-33.633755,-14.792522,-97.581459,-11.182303,-33.63298,-7.3125076,-97.565857,-9.3484049,-34.330257,-11.160669,-97.583138,-11.191249,29.0202,0.2725,38.1506,-6.4317,-17.2778,65.0551,0,-66.1209,1.445,2.8645,0,-72.2204,1.3409,33.453,38.972,3.4662,2.0528,-194.86,18.7533,3.7417,1.8553,-24.3503,0,202.7346,1.8944,-5.386,-0.168,-0.534,-1.206,-5.386,-2.189,0,-0.432,-40.879,-7.391,0.592,-0.205,-64.93,-48.27,4.872
6807,ZINC64491499,0,-96.922234,-4.2771735,-29.705996,-11.47154,-27.162527,-102.73282,-29.706303,-11.47154,-27.163723,-16.738506,-29.70229,-11.47154,-27.167747,-7.3790627,-29.702309,-11.315633,-27.718903,-11.467201,-29.706059,-11.475055,41.0912,0,44.9525,-10.0015,-10.7169,76.9202,0,-77.5679,1.34,-11.7651,0,-68.0082,0.1645,25.5753,28.754,0.3189,2.8599,-143.77,26.5523,0.0437,0.7014,-27.2974,0.9906,208.3961,2.2944,-5.921,-0.179,-0.576,-1.317,-5.921,-3.388,-0.096,-0.391,-46.244,-4.742,1.027,-0.05,-70.454,-50.986,5.978
6808,ZINC64503240,0,-67.536591,-3.7434459,47.284668,-9.2144384,-32.947838,-80.242012,47.285095,-9.2144384,-32.950073,-11.986119,47.284355,-9.2144384,-32.947941,-6.4761615,47.283192,-8.8048658,-33.146946,-9.2257633,47.285801,-9.2249956,39.1912,0,33.1717,-7.0435,0.6237,54.4206,0,-59.5565,2.5981,-6.5272,0,-54.3628,0.3918,15.9081,29.326,11.9069,1.511,-146.63,24.9415,10.6243,1.4869,-37.0527,0.8183,268.3731,1,-4.464,-0.186,-0.536,-1.068,-4.464,-1.681,-0.048,-0.712,-35.941,-3.251,0.362,-0.1,-49.807,-39.191,0.852
6809,ZINC64507262,0,-56.730366,-3.636785,-0.11872628,-9.6705189,-31.997328,-88.586098,-0.11941249,-9.6705189,-31.997711,-14.393653,-0.11857172,-9.6705189,-31.998209,-6.5229645,-0.1188411,-9.39711,-32.632008,-9.7020416,-0.11750023,-9.7014332,23.2027,0,32.1115,-1.033,-19.9175,53.5585,0.2625,-54.0125,0.5241,-2.3927,-2,-50.2255,0.9792,22.4808,24.83,0.028,2.3212,-124.15,19.6922,0.1387,1.519,-21.3499,0,157.5206,1,-5.163,-0.246,-0.678,-1.276,-5.163,-1.589,-0.416,-1.208,-28.353,-5.416,0.314,-0.034,-44.478,-33.769,0.751
6810,ZINC64517422,0,-71.745087,-4.8574438,6.0835338,-10.841114,-34.526249,-111.82777,6.0820551,-10.841114,-34.526394,-17.649467,6.0833344,-10.841114,-34.528385,-7.4952922,6.103003,-9.9924822,-35.007538,-10.853663,6.0838742,-10.860916,38.9423,1.4568,34.2097,-8.2455,-1.3073,62.8521,1,-62.7371,1.4981,-8.6253,-1,-54.5106,0.2072,25.3994,26.108,0.0739,0.6347,-130.54,25.0166,0.0048,0.1949,-25.2163,0,198.1123,1.3449,-5.223,-0.209,-0.611,-1.238,-5.223,-1.807,-0.078,-1.257,-36.107,-4.463,0.485,-0.091,-55.528,-40.57,1.347
6811,ZINC64518594,0,-65.013885,-3.9644001,-66.139938,-10.165127,-32.852455,-69.554855,-66.139839,-10.165127,-32.847084,-12.927312,-66.13942,-10.165127,-32.853176,-7.222712,-65.990486,-10.131137,-33.97789,-10.024851,-66.13533,-10.078848,37.0342,0.0968,48.9998,-12.3516,-18.0857,43.2872,1,-44.1116,1.9881,28.4587,-3,-70.247,0.1657,29.7297,35.232,0.8212,4.6811,-176.16,28.9338,0.2258,3.2406,-32.4002,1.8032,214.9319,1.6599,-6.037,-0.172,-0.564,-1.325,-6.037,-2.329,-0.2,-0.412,-38.815,-11.425,0.724,-0.166,-68.527,-50.239,10.341
6812,ZINC64518970,0,-54.981911,-4.4928732,-34.749924,-10.959485,-35.207787,-90.069069,-34.754002,-10.959485,-35.207745,-12.980742,-34.754349,-10.959485,-35.208427,-7.3283129,-34.790707,-12.002891,-35.606487,-10.899077,-34.754673,-10.966838,-2.5322,0,36.4735,-5.6398,-47.0434,66.9982,0,-67.3149,2.0224,-4.1247,0,-64.8419,1.1144,23.3525,27.846,2.4188,2.0748,-139.23,25.5252,1.8279,0.4413,-27.7945,0.9956,193.1394,1.4094,-5.421,-0.181,-0.562,-1.232,-5.421,-2.133,0,-0.397,-37.522,-9.926,0.497,-0.023,-66.138,-47.448,2.483
6813,ZINC64520743,0,-63.887745,-3.6090801,52.10836,-9.9159765,-30.015259,-66.383667,52.105049,-9.9159765,-30.009861,-16.053047,52.108501,-9.9159765,-30.015392,-6.8231134,52.103294,-9.8476839,-30.763269,-9.9151392,52.104736,-9.9190617,-18.8151,1.8816,30.6912,-3.1881,-59.709,57.0776,0.9913,-55.9309,0.9673,-5.1257,-2.3236,-50.4685,0.0916,25.3656,26.062,0.2564,0.44,-130.31,25.5029,0.0087,0.3388,-25.8504,1.5308,159.7433,1.3408,-6.043,-0.242,-0.707,-1.432,-6.043,-2.203,-0.16,-1.168,-35.621,-7.734,0.474,-0.045,-60.312,-43.355,4.062
6814,ZINC64538913,0,-99.803085,-5.1451917,-27.370543,-11.095483,-40.317719,-123.11292,-27.368309,-11.095483,-40.323372,-18.411747,-27.369989,-11.095483,-40.321026,-8.0490246,-27.253309,-10.272069,-41.07692,-11.03439,-27.373219,-11.099023,41.499,3.2958,37.8243,-6.9088,-6.8963,70.6083,2.0177,-66.2241,1.4015,-10.0373,-2.7038,-57.5015,0.3186,20.9211,25.796,1.5447,3.3302,-128.98,27.6861,2.3994,1.1457,-31.2312,1.9282,220.0253,2.5125,-6.091,-0.185,-0.592,-1.355,-6.091,-2.674,-0.388,-0.827,-40.685,-6.85,1.012,-0.152,-69.715,-47.535,2.66
6815,ZINC64540680,0,-83.233185,-6.4296594,-34.572079,-11.639219,-41.148846,-78.86084,-34.581085,-11.639219,-41.134373,-15.806619,-34.561012,-11.639219,-41.154678,-7.7977352,-34.553806,-9.3928127,-42.160671,-11.574175,-34.578014,-11.644037,2.4633,2.2097,44.8459,-2.9224,-58.4871,70.597,1,-69.8966,2.0675,-0.0851,-1,-70.9151,0.333,27.3691,28.764,0.7233,0.6717,-143.82,29.2879,0.6472,0.6444,-30.5796,1.8906,204.39,2.0033,-5.055,-0.153,-0.491,-1.124,-5.055,-2.251,0,-0.337,-38.531,-8.202,0.691,-0.001,-64.38,-46.733,2.364
6816,ZINC64540698,0,-69.416985,-6.6060557,-17.357885,-11.226006,-27.596901,-92.89608,-17.359085,-11.226006,-27.594866,-16.716419,-17.358721,-11.226006,-27.596754,-7.3165326,-17.346155,-10.326708,-28.416552,-11.213408,-17.359034,-11.24299,-26.9354,0.579,40.3888,-4.3958,-78.6532,61.2441,1,-61.1647,0.9319,-3.9411,-1.8213,-56.9048,0.1972,28.0154,31.84,2.044,1.7807,-159.2,33.7491,1.825,1.7854,-37.3595,2.7706,227.686,1.5678,-5.426,-0.17,-0.538,-1.215,-5.426,-2.089,0,-1.025,-36.513,-7.869,0.741,-0.048,-59.01,-44.383,5.95
6817,ZINC64541196,0,-59.07621,-6.737927,1.8760917,-13.060759,-26.371464,-128.26495,1.8739612,-13.060759,-26.368017,-21.405613,1.8749443,-13.060759,-26.369856,-8.3165474,1.8474702,-10.000768,-26.552427,-13.053624,1.8729082,-13.050215,14.4624,9.9325,35.3904,-4.4839,-39.6481,64.7172,2,-61.6661,1.5971,-3.0552,-2.3338,-57.0119,0.3156,19.7137,25.298,4.0745,1.5098,-126.49,26.6065,5.3994,1.2062,-33.2121,2.4297,208.1537,1.8504,-5.822,-0.182,-0.578,-1.304,-5.822,-1.864,-0.134,-0.412,-42.873,-11.408,0.767,-0.325,-74.776,-54.281,5.467
6818,ZINC64541474,0,-71.716309,-4.3826122,24.15377,-9.3955088,-33.473877,-78.668564,24.153753,-9.3955088,-33.476189,-13.511762,24.14888,-9.3955088,-33.471634,-6.8598204,26.226297,-9.5412607,-34.047623,-9.3971806,24.149378,-9.4178715,-66.2014,0.0396,36.328,-6.3242,-109.8677,66.6836,1,-65.6808,1.4755,-6.3656,-1,-59.355,0.1753,23.8033,24.724,0.039,0.8817,-123.62,29.5872,0.2349,0.2421,-30.0642,1.9495,193.6862,1.7924,-4.737,-0.144,-0.46,-1.053,-4.737,-1.097,-0.157,-0.671,-37.962,-9.897,0.638,-0.067,-62.586,-47.86,5.07
6819,ZINC64566036,0,-57.00127,-6.4598026,14.472112,-10.796294,-33.986832,-119.64275,14.472148,-10.796294,-33.986725,-17.00938,14.473127,-10.796294,-33.987583,-7.1079254,14.405434,-9.308217,-34.095795,-10.786785,14.467534,-10.781805,36.1211,0.845,32.2323,-5.8326,-3.2107,66.7619,0,-67.9443,2.9987,-7.9609,0,-61.0637,0.1337,25.3189,31.636,1.7824,4.5347,-158.18,23.7877,2.9218,0.9989,-27.7085,0,219.8812,1.3663,-6.662,-0.222,-0.69,-1.514,-6.662,-2.931,-0.053,-1.644,-41.906,-2.998,0.521,-0.01,-62.29,-44.905,2.8
6820,ZINC64581021,0,-77.258392,-4.0944829,14.711181,-9.6619349,-31.993719,-85.016457,14.712337,-9.6619349,-31.996002,-11.978531,14.711214,-9.6619349,-31.995609,-6.2811975,14.632195,-10.58317,-32.908676,-9.6475964,14.712662,-9.6440115,35.2134,0.2906,30.374,-6.5867,-0.2547,62.8704,0.845,-64.218,1.7958,-5.2969,-1,-60.5771,0.0188,19.6448,20.626,0.4384,0.5428,-103.13,25.4032,0.4964,0.6115,-26.5112,0.9944,176.0511,1.1282,-5.239,-0.228,-0.648,-1.267,-5.239,-2.6,0,-0.99,-34.503,-4.171,0.704,-0.001,-50.52,-38.674,1.495
6821,ZINC64592897,0,-67.082474,-4.2770896,102.54922,-9.9564486,-38.380939,-101.37096,102.55027,-9.9564486,-38.381195,-15.500565,102.54932,-9.9564486,-38.380589,-7.3798828,102.58154,-9.8415947,-38.983345,-9.9782972,102.55289,-9.9635382,11.7688,0,34.0586,-7.2181,-27.8436,60.8079,0,-65.3044,2.5319,-5.7444,0,-60.4724,0.208,24.9103,26.852,0.4988,1.4429,-134.26,26.9959,0.4959,0.9056,-28.3974,0.9913,206.2564,1.7678,-5.703,-0.219,-0.65,-1.339,-5.703,-2.962,0,-0.827,-38.141,-4.325,0.641,0,-58.691,-42.466,3.403
6822,ZINC64626536,0,-78.656319,-5.3168406,90.756233,-11.737777,-43.669106,-116.74889,90.756279,-11.737777,-43.668846,-20.113909,90.756287,-11.737777,-43.669338,-7.7067628,90.634575,-10.016853,-44.733166,-11.692192,90.756187,-11.731744,-25.2232,0,42.3447,-3.4534,-79.9938,71.6835,0,-71.3985,0.7369,-7.0544,0,-65.468,0.3905,27.1954,34.49,2.7622,4.5324,-172.45,31.3448,2.5779,0.9574,-34.8801,0,284.2306,1.5058,-5.942,-0.205,-0.63,-1.361,-5.942,-3.029,0,-0.754,-38.585,-4.105,0.386,0,-59.256,-42.69,2.775
6823,ZINC64636472,0,-87.258186,-5.4630156,62.314991,-10.78028,-31.328108,-107.3944,62.317219,-10.78028,-31.329157,-19.725101,62.314026,-10.78028,-31.326969,-7.033915,62.366238,-10.700974,-31.939993,-10.761714,62.318932,-10.776618,-65.6749,0.3692,31.1212,-8.0387,-100.7972,74.0444,0.992,-71.3144,2.1192,-4.8574,-2.862,-64.8088,0.0298,17.7123,25.308,1.8832,5.7125,-126.54,29.1836,1.6134,0.0829,-30.8799,0.9874,213.1009,1.1058,-6.476,-0.223,-0.686,-1.483,-6.476,-2.869,-0.124,-1.111,-37.614,-5.227,0.377,-0.085,-59.787,-42.841,6.275
6824,ZINC64636622,0,-85.670471,-5.6798162,89.577911,-11.711848,-29.257912,-101.15722,89.577927,-11.711848,-29.25857,-19.93976,89.577972,-11.711848,-29.258129,-7.2004175,89.666275,-10.682247,-30.026205,-11.701672,89.590561,-11.707003,40.5285,0,41.4551,-1.6416,-14.8307,84.8114,0.1256,-80.0638,1.1924,-9.3155,-1,-72.0451,0.2126,32.3904,34.38,1.5066,0.483,-171.9,36.4275,1.6099,0.3532,-38.3906,0.8008,287.5719,1.332,-6.082,-0.217,-0.66,-1.404,-6.082,-2.881,-0.2,-0.746,-38.015,-4.297,0.384,-0.093,-59.492,-42.312,4.045
